Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
1.439609375000e-02,1.049990995167e+03,1.017373589232e-02,3.205369596977e-02,7.451097720552e-03,1.579807497317e-01,4.594982367415e-02,7.450676736184e-01,5.141169884537e+06
1.439687500000e-02,1.050573717422e+03,1.015767883389e-02,3.209025830594e-02,7.457787374940e-03,1.579189014916e-01,4.598150859928e-02,7.450696357731e-01,5.178363385378e+06
1.439765625000e-02,1.051156625327e+03,1.014161597471e-02,3.212684837655e-02,7.464479582893e-03,1.578570234170e-01,4.601320031150e-02,7.450715979884e-01,5.215846435298e+06
1.439843750000e-02,1.051739718555e+03,1.012554732723e-02,3.216346618762e-02,7.471174335027e-03,1.577951155348e-01,4.604489879190e-02,7.450735602604e-01,5.253621400610e+06
1.439921875000e-02,1.052322996781e+03,1.010947290398e-02,3.220011174512e-02,7.477871621878e-03,1.577331778722e-01,4.607660402148e-02,7.450755225855e-01,5.291690667177e+06
1.440000000000e-02,1.052906459675e+03,1.009339271763e-02,3.223678505501e-02,7.484571433894e-03,1.576712104566e-01,4.610831598112e-02,7.450774849597e-01,5.330056640574e+06
1.440078125000e-02,1.053490106905e+03,1.007730678089e-02,3.227348612319e-02,7.491273761439e-03,1.576092133154e-01,4.614003465155e-02,7.450794473794e-01,5.368721746247e+06
1.440156250000e-02,1.054073938140e+03,1.006121510662e-02,3.231021495555e-02,7.497978594792e-03,1.575471864765e-01,4.617176001343e-02,7.450814098405e-01,5.407688429681e+06
1.440234375000e-02,1.054657953044e+03,1.004511770774e-02,3.234697155795e-02,7.504685924143e-03,1.574851299679e-01,4.620349204724e-02,7.450833723394e-01,5.446959156566e+06
1.440312500000e-02,1.055242151279e+03,1.002901459728e-02,3.238375593622e-02,7.511395739595e-03,1.574230438176e-01,4.623523073339e-02,7.450853348722e-01,5.486536412968e+06
1.440390625000e-02,1.055826532507e+03,1.001290578838e-02,3.242056809615e-02,7.518108031162e-03,1.573609280542e-01,4.626697605214e-02,7.450872974350e-01,5.526422705508e+06
1.440468750000e-02,1.056411096385e+03,9.996791294277e-03,3.245740804350e-02,7.524822788769e-03,1.572987827063e-01,4.629872798361e-02,7.450892600240e-01,5.566620561539e+06
1.440546875000e-02,1.056995842571e+03,9.980671128295e-03,3.249427578400e-02,7.531540002252e-03,1.572366078028e-01,4.633048650784e-02,7.450912226353e-01,5.607132529333e+06
1.440625000000e-02,1.057580770717e+03,9.964545303874e-03,3.253117132336e-02,7.538259661354e-03,1.571744033727e-01,4.636225160469e-02,7.450931852651e-01,5.647961178283e+06
1.440703125000e-02,1.058165880478e+03,9.948413834551e-03,3.256809466723e-02,7.544981755727e-03,1.571121694453e-01,4.639402325394e-02,7.450951479095e-01,5.689109099108e+06
1.440781250000e-02,1.058751171502e+03,9.932276733970e-03,3.260504582126e-02,7.551706274930e-03,1.570499060503e-01,4.642580143520e-02,7.450971105646e-01,5.730578904092e+06
1.440859375000e-02,1.059336643437e+03,9.916134015876e-03,3.264202479104e-02,7.558433208428e-03,1.569876132172e-01,4.645758612797e-02,7.450990732265e-01,5.772373227355e+06
1.440937500000e-02,1.059922295929e+03,9.899985694121e-03,3.267903158214e-02,7.565162545594e-03,1.569252909763e-01,4.648937731161e-02,7.451010358914e-01,5.814494725254e+06
1.441015625000e-02,1.060508128620e+03,9.883831782664e-03,3.271606620010e-02,7.571894275702e-03,1.568629393576e-01,4.652117496537e-02,7.451029985553e-01,5.856946077367e+06
1.441093750000e-02,1.061094141153e+03,9.867672285619e-03,3.275312861738e-02,7.578628380291e-03,1.568005582335e-01,4.655297902140e-02,7.451049604631e-01,5.899729994100e+06
1.441250000000e-02,1.062266710003e+03,9.835336647430e-03,3.282733693896e-02,7.592103708339e-03,1.566757084250e-01,4.661660649684e-02,7.451088857666e-01,5.986302987272e+06
1.441406250000e-02,1.063440004732e+03,9.802978881752e-03,3.290165656362e-02,7.605588430159e-03,1.565507415904e-01,4.668025955380e-02,7.451128110589e-01,6.074238470177e+06
1.441562500000e-02,1.064614022432e+03,9.770599105226e-03,3.297608753337e-02,7.619082455595e-03,1.564256579819e-01,4.674393801999e-02,7.451167363090e-01,6.163558794696e+06
1.441718750000e-02,1.065788760157e+03,9.738197436286e-03,3.305062988966e-02,7.632585692867e-03,1.563004578559e-01,4.680764172090e-02,7.451206614859e-01,6.254286687522e+06
1.441875000000e-02,1.066964214923e+03,9.705773995187e-03,3.312528367331e-02,7.646098048543e-03,1.561751414726e-01,4.687137047968e-02,7.451245865583e-01,6.346445246754e+06
1.442031250000e-02,1.068140383709e+03,9.673328904037e-03,3.320004892458e-02,7.659619427506e-03,1.560497090964e-01,4.693512411719e-02,7.451285114948e-01,6.440057946891e+06
1.442187500000e-02,1.069317263452e+03,9.640862286822e-03,3.327492568307e-02,7.673149732925e-03,1.559241609956e-01,4.699890245189e-02,7.451324362638e-01,6.535148644459e+06
1.442343750000e-02,1.070494851050e+03,9.608374269440e-03,3.334991398777e-02,7.686688866223e-03,1.557984974429e-01,4.706270529984e-02,7.451363608336e-01,6.631741583764e+06
1.442500000000e-02,1.071673143358e+03,9.575864979730e-03,3.342501387704e-02,7.700236727044e-03,1.556727187152e-01,4.712653247463e-02,7.451402851725e-01,6.729861402701e+06
1.442656250000e-02,1.072852137192e+03,9.543334547497e-03,3.350022538856e-02,7.713793213225e-03,1.555468250936e-01,4.719038378738e-02,7.451442092482e-01,6.829533138601e+06
1.442812500000e-02,1.074031829326e+03,9.510783104555e-03,3.357554855936e-02,7.727358220754e-03,1.554208168636e-01,4.725425904664e-02,7.451481330287e-01,6.930782234143e+06
1.442968750000e-02,1.075212216489e+03,9.478210784744e-03,3.365098342576e-02,7.740931643747e-03,1.552946943152e-01,4.731815805840e-02,7.451520564815e-01,7.033634543296e+06
1.443125000000e-02,1.076393295369e+03,9.445617723975e-03,3.372653002342e-02,7.754513374406e-03,1.551684577428e-01,4.738208062600e-02,7.451559795741e-01,7.138116337328e+06
1.443281250000e-02,1.077575062607e+03,9.413004060252e-03,3.380218838727e-02,7.768103302986e-03,1.550421074455e-01,4.744602655012e-02,7.451599022738e-01,7.244254310868e+06
1.443437500000e-02,1.078757514802e+03,9.380369933713e-03,3.387795855150e-02,7.781701317762e-03,1.549156437270e-01,4.750999562871e-02,7.451638245475e-01,7.352075588022e+06
1.443593750000e-02,1.079940648505e+03,9.347715486657e-03,3.395384054959e-02,7.795307304990e-03,1.547890668958e-01,4.757398765698e-02,7.451677463623e-01,7.461607728542e+06
1.443750000000e-02,1.081124460222e+03,9.315040863581e-03,3.402983441423e-02,7.808921148870e-03,1.546623772650e-01,4.763800242729e-02,7.451716676846e-01,7.572878734061e+06
1.443906250000e-02,1.082308946413e+03,9.282346211213e-03,3.410594017738e-02,7.822542731512e-03,1.545355751528e-01,4.770203972916e-02,7.451755884810e-01,7.685917054368e+06
1.444062500000e-02,1.083494103488e+03,9.249631678550e-03,3.418215787017e-02,7.836171932895e-03,1.544086608821e-01,4.776609934920e-02,7.451795087177e-01,7.800751593748e+06
1.444218750000e-02,1.084679927810e+03,9.216897416886e-03,3.425848752295e-02,7.849808630827e-03,1.542816347811e-01,4.783018107104e-02,7.451834283607e-01,7.917411717372e+06
1.444375000000e-02,1.085866415692e+03,9.184143579856e-03,3.433492916525e-02,7.863452700911e-03,1.541544971829e-01,4.789428467533e-02,7.451873473758e-01,8.035927257735e+06
1.444531250000e-02,1.087053563398e+03,9.151370323465e-03,3.441148282576e-02,7.877104016499e-03,1.540272484258e-01,4.795840993963e-02,7.451912657285e-01,8.156328521148e+06
1.444687500000e-02,1.088241367139e+03,9.118577806130e-03,3.448814853231e-02,7.890762448653e-03,1.538998888536e-01,4.802255663840e-02,7.451951833842e-01,8.278646294280e+06
1.444843750000e-02,1.089429823078e+03,9.085766188712e-03,3.456492631186e-02,7.904427866107e-03,1.537724188150e-01,4.808672454293e-02,7.451991003079e-01,8.402911850740e+06
1.445000000000e-02,1.090618927321e+03,9.052935634559e-03,3.464181619048e-02,7.918100135221e-03,1.536448386645e-01,4.815091342129e-02,7.452030164644e-01,8.529156957715e+06
1.445156250000e-02,1.091808675925e+03,9.020086309540e-03,3.471881819333e-02,7.931779119938e-03,1.535171487620e-01,4.821512303825e-02,7.452069318183e-01,8.657413882645e+06
1.445312500000e-02,1.092999064891e+03,8.987218382086e-03,3.479593234465e-02,7.945464681743e-03,1.533893494729e-01,4.827935315529e-02,7.452108463338e-01,8.787715399943e+06
1.445468750000e-02,1.094190090165e+03,8.954332023226e-03,3.487315866771e-02,7.959156679615e-03,1.532614411685e-01,4.834360353048e-02,7.452147599749e-01,8.920094797753e+06
1.445625000000e-02,1.095381747637e+03,8.921427406631e-03,3.495049718483e-02,7.972854969986e-03,1.531334242257e-01,4.840787391843e-02,7.452186727053e-01,9.054585884750e+06
1.445781250000e-02,1.096574033142e+03,8.888504708649e-03,3.502794791734e-02,7.986559406693e-03,1.530052990272e-01,4.847216407027e-02,7.452225844885e-01,9.191222996968e+06
1.445937500000e-02,1.097766942455e+03,8.855564108350e-03,3.510551088556e-02,8.000269840930e-03,1.528770659619e-01,4.853647373356e-02,7.452264952876e-01,9.330041004678e+06
1.446093750000e-02,1.098960471295e+03,8.822605787564e-03,3.518318610879e-02,8.013986121203e-03,1.527487254246e-01,4.860080265223e-02,7.452304050653e-01,9.471075319272e+06
1.446250000000e-02,1.100154615319e+03,8.789629930926e-03,3.526097360525e-02,8.027708093281e-03,1.526202778162e-01,4.866515056654e-02,7.452343137842e-01,9.614361900199e+06
1.446406250000e-02,1.101349370128e+03,8.756636725914e-03,3.533887339211e-02,8.041435600145e-03,1.524917235438e-01,4.872951721298e-02,7.452382214065e-01,9.759937261913e+06
1.446562500000e-02,1.102544731257e+03,8.723626362894e-03,3.541688548544e-02,8.055168481943e-03,1.523630630211e-01,4.879390232426e-02,7.452421278939e-01,9.907838480849e+06
1.446718750000e-02,1.103740694181e+03,8.690599035162e-03,3.549500990019e-02,8.068906575933e-03,1.522342966680e-01,4.885830562920e-02,7.452460332079e-01,1.005810320241e+07
1.446875000000e-02,1.104937254314e+03,8.657554938989e-03,3.557324665016e-02,8.082649716436e-03,1.521054249109e-01,4.892272685268e-02,7.452499373096e-01,1.021076964799e+07
1.447031250000e-02,1.106134407002e+03,8.624494273666e-03,3.565159574799e-02,8.096397734783e-03,1.519764481830e-01,4.898716571560e-02,7.452538401600e-01,1.036587662199e+07
1.447187500000e-02,1.107332147528e+03,8.591417241546e-03,3.573005720512e-02,8.110150459259e-03,1.518473669241e-01,4.905162193476e-02,7.452577417192e-01,1.052346351882e+07
1.447343750000e-02,1.108530471110e+03,8.558324048089e-03,3.580863103178e-02,8.123907715054e-03,1.517181815810e-01,4.911609522284e-02,7.452616419473e-01,1.068357033000e+07
1.447500000000e-02,1.109729372897e+03,8.525214901910e-03,3.588731723695e-02,8.137669324202e-03,1.515888926073e-01,4.918058528831e-02,7.452655408041e-01,1.084623765113e+07
1.447656250000e-02,1.110928847971e+03,8.492090014827e-03,3.596611582835e-02,8.151435105532e-03,1.514595004637e-01,4.924509183537e-02,7.452694382485e-01,1.101150668896e+07
1.447812500000e-02,1.112128891344e+03,8.458949601901e-03,3.604502681241e-02,8.165204874603e-03,1.513300056180e-01,4.930961456386e-02,7.452733342396e-01,1.117941926840e+07
1.447968750000e-02,1.113329497959e+03,8.425793881491e-03,3.612405019420e-02,8.178978443656e-03,1.512004085454e-01,4.937415316921e-02,7.452772287356e-01,1.135001783957e+07
1.448125000000e-02,1.114530662685e+03,8.392623075296e-03,3.620318597748e-02,8.192755621548e-03,1.510707097285e-01,4.943870734237e-02,7.452811216945e-01,1.152334548471e+07
1.448281250000e-02,1.115732380323e+03,8.359437408408e-03,3.628243416460e-02,8.206536213693e-03,1.509409096573e-01,4.950327676970e-02,7.452850130738e-01,1.169944592526e+07
1.448437500000e-02,1.116934645597e+03,8.326237109356e-03,3.636179475653e-02,8.220320022009e-03,1.508110088294e-01,4.956786113294e-02,7.452889028305e-01,1.187836352873e+07
1.448593750000e-02,1.118137453158e+03,8.293022410159e-03,3.644126775276e-02,8.234106844846e-03,1.506810077502e-01,4.963246010911e-02,7.452927909212e-01,1.206014331562e+07
1.448750000000e-02,1.119340797580e+03,8.259793546375e-03,3.652085315135e-02,8.247896476933e-03,1.505509069330e-01,4.969707337043e-02,7.452966773019e-01,1.224483096632e+07
1.448906250000e-02,1.120544673361e+03,8.226550757152e-03,3.660055094883e-02,8.261688709309e-03,1.504207068991e-01,4.976170058425e-02,7.453005619284e-01,1.243247282793e+07
1.449062500000e-02,1.121749074920e+03,8.193294285277e-03,3.668036114020e-02,8.275483329261e-03,1.502904081777e-01,4.982634141299e-02,7.453044447556e-01,1.262311592100e+07
1.449218750000e-02,1.122953996599e+03,8.160024377229e-03,3.676028371892e-02,8.289280120260e-03,1.501600113064e-01,4.989099551401e-02,7.453083257382e-01,1.281680794629e+07
1.449375000000e-02,1.124159432658e+03,8.126741283230e-03,3.684031867682e-02,8.303078861892e-03,1.500295168312e-01,4.995566253956e-02,7.453122048302e-01,1.301359729137e+07
1.449531250000e-02,1.125365377274e+03,8.093445257299e-03,3.692046600410e-02,8.316879329792e-03,1.498989253064e-01,5.002034213673e-02,7.453160819850e-01,1.321353303725e+07
1.449687500000e-02,1.126571824542e+03,8.060136557303e-03,3.700072568931e-02,8.330681295577e-03,1.497682372950e-01,5.008503394730e-02,7.453199571557e-01,1.341666496482e+07
1.449843750000e-02,1.127778768475e+03,8.026815445013e-03,3.708109771928e-02,8.344484526777e-03,1.496374533687e-01,5.014973760769e-02,7.453238302946e-01,1.362304356129e+07
1.450000000000e-02,1.128986202998e+03,7.993482186154e-03,3.716158207912e-02,8.358288786763e-03,1.495065741083e-01,5.021445274889e-02,7.453277013535e-01,1.383272002652e+07
1.450156250000e-02,1.130194121950e+03,7.960137050463e-03,3.724217875213e-02,8.372093834674e-03,1.493756001034e-01,5.027917899632e-02,7.453315702835e-01,1.404574627914e+07
1.450312500000e-02,1.131402519081e+03,7.926780311744e-03,3.732288771982e-02,8.385899425353e-03,1.492445319527e-01,5.034391596981e-02,7.453354370353e-01,1.426217496274e+07
1.450468750000e-02,1.132611388054e+03,7.893412247920e-03,3.740370896185e-02,8.399705309263e-03,1.491133702643e-01,5.040866328347e-02,7.453393015588e-01,1.448205945176e+07
1.450625000000e-02,1.133820722440e+03,7.860033141092e-03,3.748464245598e-02,8.413511232421e-03,1.489821156557e-01,5.047342054559e-02,7.453431638034e-01,1.470545385737e+07
1.450781250000e-02,1.135030515717e+03,7.826643277595e-03,3.756568817803e-02,8.427316936316e-03,1.488507687541e-01,5.053818735858e-02,7.453470237176e-01,1.493241303311e+07
1.450937500000e-02,1.136240761270e+03,7.793242948052e-03,3.764684610187e-02,8.441122157841e-03,1.487193301963e-01,5.060296331886e-02,7.453508812494e-01,1.516299258048e+07
1.451093750000e-02,1.137451452392e+03,7.759832447435e-03,3.772811619933e-02,8.454926629206e-03,1.485878006289e-01,5.066774801676e-02,7.453547363463e-01,1.539724885428e+07
1.451250000000e-02,1.138662582276e+03,7.726412075121e-03,3.780949844019e-02,8.468730077864e-03,1.484561807086e-01,5.073254103645e-02,7.453585889547e-01,1.563523896780e+07
1.451406250000e-02,1.139874144019e+03,7.692982134949e-03,3.789099279215e-02,8.482532226434e-03,1.483244711024e-01,5.079734195581e-02,7.453624390205e-01,1.587702079783e+07
1.451562500000e-02,1.141086130618e+03,7.659542935281e-03,3.797259922072e-02,8.496332792616e-03,1.481926724874e-01,5.086215034636e-02,7.453662864889e-01,1.612265298949e+07
1.451718750000e-02,1.142298534972e+03,7.626094789060e-03,3.805431768927e-02,8.510131489109e-03,1.480607855514e-01,5.092696577314e-02,7.453701313043e-01,1.637219496082e+07
1.451875000000e-02,1.143511349876e+03,7.592638013868e-03,3.813614815891e-02,8.523928023530e-03,1.479288109926e-01,5.099178779464e-02,7.453739734103e-01,1.662570690711e+07
1.452031250000e-02,1.144724568021e+03,7.559172931986e-03,3.821809058845e-02,8.537722098330e-03,1.477967495201e-01,5.105661596267e-02,7.453778127497e-01,1.688324980511e+07
1.452187500000e-02,1.145938181994e+03,7.525699870457e-03,3.830014493439e-02,8.551513410708e-03,1.476646018542e-01,5.112144982227e-02,7.453816492646e-01,1.714488541685e+07
1.452343750000e-02,1.147152184276e+03,7.492219161143e-03,3.838231115085e-02,8.565301652525e-03,1.475323687259e-01,5.118628891160e-02,7.453854828963e-01,1.741067629330e+07
1.452500000000e-02,1.148366567239e+03,7.458731140789e-03,3.846458918950e-02,8.579086510215e-03,1.474000508778e-01,5.125113276185e-02,7.453893135851e-01,1.768068577767e+07
1.452656250000e-02,1.149581323145e+03,7.425236151082e-03,3.854697899955e-02,8.592867664700e-03,1.472676490638e-01,5.131598089713e-02,7.453931412705e-01,1.795497800849e+07
1.452812500000e-02,1.150796444146e+03,7.391734538711e-03,3.862948052766e-02,8.606644791297e-03,1.471351640495e-01,5.138083283434e-02,7.453969658912e-01,1.823361792232e+07
1.452968750000e-02,1.152011922280e+03,7.358226655436e-03,3.871209371792e-02,8.620417559627e-03,1.470025966124e-01,5.144568808311e-02,7.454007873850e-01,1.851667125616e+07
1.453125000000e-02,1.153227749472e+03,7.324712858140e-03,3.879481851175e-02,8.634185633527e-03,1.468699475418e-01,5.151054614564e-02,7.454046056888e-01,1.880420454951e+07
1.453281250000e-02,1.154443917529e+03,7.291193508902e-03,3.887765484789e-02,8.647948670953e-03,1.467372176392e-01,5.157540651662e-02,7.454084207385e-01,1.909628514605e+07
1.453437500000e-02,1.155660418142e+03,7.257668975051e-03,3.896060266234e-02,8.661706323888e-03,1.466044077184e-01,5.164026868311e-02,7.454122324691e-01,1.939298119501e+07
1.453593750000e-02,1.156877242881e+03,7.224139629234e-03,3.904366188827e-02,8.675458238244e-03,1.464715186060e-01,5.170513212445e-02,7.454160408146e-01,1.969436165204e+07
1.453750000000e-02,1.158094383197e+03,7.190605849479e-03,3.912683245599e-02,8.689204053770e-03,1.463385511408e-01,5.176999631209e-02,7.454198457082e-01,2.000049627974e+07
1.453906250000e-02,1.159311830415e+03,7.157068019256e-03,3.921011429288e-02,8.702943403951e-03,1.462055061750e-01,5.183486070955e-02,7.454236470818e-01,2.031145564771e+07
1.454062500000e-02,1.160529575740e+03,7.123526527543e-03,3.929350732333e-02,8.716675915911e-03,1.460723845735e-01,5.189972477224e-02,7.454274448664e-01,2.062731113223e+07
1.454218750000e-02,1.161747610246e+03,7.089981768890e-03,3.937701146869e-02,8.730401210311e-03,1.459391872146e-01,5.196458794738e-02,7.454312389921e-01,2.094813491530e+07
1.454375000000e-02,1.162965924882e+03,7.056434143481e-03,3.946062664717e-02,8.744118901252e-03,1.458059149901e-01,5.202944967388e-02,7.454350293877e-01,2.127399998335e+07
1.454531250000e-02,1.164184510466e+03,7.022884057200e-03,3.954435277382e-02,8.757828596169e-03,1.456725688053e-01,5.209430938220e-02,7.454388159812e-01,2.160498012536e+07
1.454687500000e-02,1.165403357685e+03,6.989331921695e-03,3.962818976046e-02,8.771529895731e-03,1.455391495795e-01,5.215916649425e-02,7.454425986992e-01,2.194114993040e+07
1.454843750000e-02,1.166622457091e+03,6.955778154443e-03,3.971213751558e-02,8.785222393735e-03,1.454056582461e-01,5.222402042328e-02,7.454463774673e-01,2.228258478469e+07
1.455000000000e-02,1.167841799103e+03,6.922223178813e-03,3.979619594428e-02,8.798905677001e-03,1.452720957524e-01,5.228887057372e-02,7.454501522100e-01,2.262936086801e+07
1.455156250000e-02,1.169061374001e+03,6.888667424130e-03,3.988036494825e-02,8.812579325266e-03,1.451384630606e-01,5.235371634109e-02,7.454539228506e-01,2.298155514950e+07
1.455312500000e-02,1.170281171927e+03,6.855111325744e-03,3.996464442562e-02,8.826242911078e-03,1.450047611472e-01,5.241855711186e-02,7.454576893112e-01,2.333924538286e+07
1.455468750000e-02,1.171501182882e+03,6.821555325090e-03,4.004903427097e-02,8.839895999684e-03,1.448709910037e-01,5.248339226335e-02,7.454614515127e-01,2.370251010088e+07
1.455625000000e-02,1.172721396725e+03,6.787999869753e-03,4.013353437519e-02,8.853538148926e-03,1.447371536368e-01,5.254822116357e-02,7.454652093748e-01,2.407142860921e+07
1.455781250000e-02,1.173941803167e+03,6.754445413536e-03,4.021814462543e-02,8.867168909123e-03,1.446032500681e-01,5.261304317112e-02,7.454689628159e-01,2.444608097955e+07
1.455937500000e-02,1.175162391776e+03,6.720892416520e-03,4.030286490506e-02,8.880787822967e-03,1.444692813352e-01,5.267785763504e-02,7.454727117531e-01,2.482654804194e+07
1.456093750000e-02,1.176383151971e+03,6.687341345133e-03,4.038769509353e-02,8.894394425406e-03,1.443352484910e-01,5.274266389472e-02,7.454764561022e-01,2.521291137642e+07
1.456250000000e-02,1.177604073018e+03,6.653792672208e-03,4.047263506632e-02,8.907988243531e-03,1.442011526045e-01,5.280746127973e-02,7.454801957779e-01,2.560525330379e+07
1.456406250000e-02,1.178825144033e+03,6.620246877054e-03,4.055768469489e-02,8.921568796464e-03,1.440669947610e-01,5.287224910971e-02,7.454839306933e-01,2.600365687561e+07
1.456562500000e-02,1.180046353977e+03,6.586704445514e-03,4.064284384653e-02,8.935135595239e-03,1.439327760617e-01,5.293702669425e-02,7.454876607602e-01,2.640820586327e+07
1.456718750000e-02,1.181267691652e+03,6.553165870031e-03,4.072811238437e-02,8.948688142688e-03,1.437984976250e-01,5.300179333273e-02,7.454913858891e-01,2.681898474625e+07
1.456875000000e-02,1.182489145706e+03,6.519631649713e-03,4.081349016719e-02,8.962225933324e-03,1.436641605857e-01,5.306654831422e-02,7.454951059889e-01,2.723607869940e+07
1.457031250000e-02,1.183710704622e+03,6.486102290392e-03,4.089897704943e-02,8.975748453219e-03,1.435297660957e-01,5.313129091733e-02,7.454988209674e-01,2.765957357928e+07
1.457187500000e-02,1.184932356722e+03,6.452578304689e-03,4.098457288104e-02,8.989255179893e-03,1.433953153244e-01,5.319602041009e-02,7.455025307306e-01,2.808955590954e+07
1.457343750000e-02,1.186154090165e+03,6.419060212076e-03,4.107027750743e-02,9.002745582184e-03,1.432608094586e-01,5.326073604979e-02,7.455062351832e-01,2.852611286526e+07
1.457500000000e-02,1.187375892941e+03,6.385548538939e-03,4.115609076934e-02,9.016219120136e-03,1.431262497026e-01,5.332543708289e-02,7.455099342285e-01,2.896933225624e+07
1.457656250000e-02,1.188597752871e+03,6.352043818636e-03,4.124201250279e-02,9.029675244873e-03,1.429916372791e-01,5.339012274483e-02,7.455136277681e-01,2.941930250918e+07
1.457812500000e-02,1.189819657607e+03,6.318546591559e-03,4.132804253896e-02,9.043113398477e-03,1.428569734288e-01,5.345479225997e-02,7.455173157021e-01,2.987611264883e+07
1.457968750000e-02,1.191041594626e+03,6.285057405196e-03,4.141418070413e-02,9.056533013868e-03,1.427222594108e-01,5.351944484138e-02,7.455209979290e-01,3.033985227782e+07
1.458125000000e-02,1.192263551230e+03,6.251576814189e-03,4.150042681952e-02,9.069933514676e-03,1.425874965030e-01,5.358407969075e-02,7.455246743459e-01,3.081061155551e+07
1.458281250000e-02,1.193485514545e+03,6.218105380395e-03,4.158678070126e-02,9.083314315121e-03,1.424526860022e-01,5.364869599823e-02,7.455283448481e-01,3.128848117540e+07
1.458437500000e-02,1.194707471516e+03,6.184643672940e-03,4.167324216026e-02,9.096674819886e-03,1.423178292245e-01,5.371329294234e-02,7.455320093294e-01,3.177355234139e+07
1.458593750000e-02,1.195929408907e+03,6.151192268281e-03,4.175981100210e-02,9.110014423992e-03,1.421829275053e-01,5.377786968976e-02,7.455356676817e-01,3.226591674278e+07
1.458750000000e-02,1.197151313299e+03,6.117751750260e-03,4.184648702696e-02,9.123332512673e-03,1.420479821996e-01,5.384242539528e-02,7.455393197956e-01,3.276566652778e+07
1.458906250000e-02,1.198373171085e+03,6.084322710161e-03,4.193327002947e-02,9.136628461246e-03,1.419129946826e-01,5.390695920159e-02,7.455429655596e-01,3.327289427577e+07
1.459062500000e-02,1.199594968472e+03,6.050905746765e-03,4.202015979866e-02,9.149901634991e-03,1.417779663494e-01,5.397147023918e-02,7.455466048608e-01,3.378769296807e+07
1.459218750000e-02,1.200816691475e+03,6.017501466404e-03,4.210715611781e-02,9.163151389016e-03,1.416428986158e-01,5.403595762622e-02,7.455502375845e-01,3.431015595730e+07
1.459375000000e-02,1.202038325917e+03,5.984110483016e-03,4.219425876437e-02,9.176377068136e-03,1.415077929179e-01,5.410042046839e-02,7.455538636141e-01,3.484037693520e+07
1.459531250000e-02,1.203259857427e+03,5.950733418191e-03,4.228146750981e-02,9.189578006739e-03,1.413726507132e-01,5.416485785877e-02,7.455574828312e-01,3.537844989894e+07
1.459687500000e-02,1.204481271437e+03,5.917370901231e-03,4.236878211957e-02,9.202753528666e-03,1.412374734800e-01,5.422926887769e-02,7.455610951158e-01,3.592446911583e+07
1.459843750000e-02,1.205702553178e+03,5.884023569191e-03,4.245620235290e-02,9.215902947073e-03,1.411022627182e-01,5.429365259262e-02,7.455647003459e-01,3.647852908643e+07
1.460000000000e-02,1.206923687682e+03,5.850692066933e-03,4.254372796274e-02,9.229025564310e-03,1.409670199494e-01,5.435800805800e-02,7.455682983977e-01,3.704072450597e+07
1.460156250000e-02,1.208144659777e+03,5.817377047174e-03,4.263135869564e-02,9.242120671791e-03,1.408317467173e-01,5.442233431514e-02,7.455718891455e-01,3.761115022415e+07
1.460312500000e-02,1.209365454084e+03,5.784079170526e-03,4.271909429164e-02,9.255187549862e-03,1.406964445874e-01,5.448663039208e-02,7.455754724618e-01,3.818990120308e+07
1.460468750000e-02,1.210586055019e+03,5.750799105548e-03,4.280693448409e-02,9.268225467679e-03,1.405611151481e-01,5.455089530345e-02,7.455790482171e-01,3.877707247353e+07
1.460625000000e-02,1.211806446784e+03,5.717537528785e-03,4.289487899962e-02,9.281233683074e-03,1.404257600104e-01,5.461512805035e-02,7.455826162800e-01,3.937275908933e+07
1.460781250000e-02,1.213026613373e+03,5.684295124809e-03,4.298292755795e-02,9.294211442428e-03,1.402903808082e-01,5.467932762021e-02,7.455861765172e-01,3.997705607987e+07
1.460937500000e-02,1.214246538562e+03,5.651072586262e-03,4.307107987178e-02,9.307157980548e-03,1.401549791987e-01,5.474349298667e-02,7.455897287933e-01,4.059005840079e+07
1.461093750000e-02,1.215466205912e+03,5.617870613891e-03,4.315933564669e-02,9.320072520533e-03,1.400195568626e-01,5.480762310945e-02,7.455932729710e-01,4.121186088261e+07
1.461250000000e-02,1.216685598765e+03,5.584689916590e-03,4.324769458097e-02,9.332954273651e-03,1.398841155045e-01,5.487171693424e-02,7.455968089110e-01,4.184255817747e+07
1.461406250000e-02,1.217904700243e+03,5.551531211428e-03,4.333615636555e-02,9.345802439213e-03,1.397486568528e-01,5.493577339255e-02,7.456003364720e-01,4.248224470377e+07
1.461562500000e-02,1.219123493244e+03,5.518395223689e-03,4.342472068381e-02,9.358616204447e-03,1.396131826604e-01,5.499979140158e-02,7.456038555105e-01,4.313101458884e+07
1.461718750000e-02,1.220341960441e+03,5.485282686897e-03,4.351338721148e-02,9.371394744369e-03,1.394776947046e-01,5.506376986417e-02,7.456073658812e-01,4.378896160937e+07
1.461875000000e-02,1.221560084279e+03,5.452194342849e-03,4.360215561649e-02,9.384137221664e-03,1.393421947876e-01,5.512770766857e-02,7.456108674365e-01,4.445617912989e+07
1.462031250000e-02,1.222777846974e+03,5.419130941643e-03,4.369102555887e-02,9.396842786561e-03,1.392066847366e-01,5.519160368842e-02,7.456143600268e-01,4.513276003885e+07
1.462187500000e-02,1.223995230512e+03,5.386093241700e-03,4.377999669056e-02,9.409510576709e-03,1.390711664041e-01,5.525545678258e-02,7.456178435004e-01,4.581879668271e+07
