Pos,T,CH4,CO2,CO,O2,H2O,N2,Q
1.403593750000e-02,8.042696289530e+02,1.685408777328e-02,1.802316874214e-02,4.709751063061e-03,1.831020574763e-01,3.225646271870e-02,7.442259172269e-01,2.736146627800e+05
1.403750000000e-02,8.052286607017e+02,1.682843291951e-02,1.807249094243e-02,4.720045384895e-03,1.830080393275e-01,3.231137903490e-02,7.442290801870e-01,2.767345566316e+05
1.403906250000e-02,8.061886724495e+02,1.680274826369e-02,1.812190787626e-02,4.730353923935e-03,1.829138905768e-01,3.236633817200e-02,7.442322490301e-01,2.798928043530e+05
1.404062500000e-02,8.071496637635e+02,1.677703380931e-02,1.817141962446e-02,4.740676681308e-03,1.828196112053e-01,3.242134008815e-02,7.442354237381e-01,2.830899084736e+05
1.404218750000e-02,8.081116342093e+02,1.675128955994e-02,1.822102626781e-02,4.751013658095e-03,1.827252011941e-01,3.247638474148e-02,7.442386042929e-01,2.863263786122e+05
1.404375000000e-02,8.090745833513e+02,1.672551551923e-02,1.827072788699e-02,4.761364855330e-03,1.826306605248e-01,3.253147209004e-02,7.442417906765e-01,2.896027315870e+05
1.404531250000e-02,8.100385107526e+02,1.669971169089e-02,1.832052456263e-02,4.771730274000e-03,1.825359891792e-01,3.258660209185e-02,7.442449828706e-01,2.929194915279e+05
1.404687500000e-02,8.110034159749e+02,1.667387807869e-02,1.837041637528e-02,4.782109915047e-03,1.824411871393e-01,3.264177470485e-02,7.442481808570e-01,2.962771899904e+05
1.404843750000e-02,8.119692985784e+02,1.664801468651e-02,1.842040340541e-02,4.792503779364e-03,1.823462543876e-01,3.269698988697e-02,7.442513846172e-01,2.996763660720e+05
1.405000000000e-02,8.129361581223e+02,1.662212151827e-02,1.847048573345e-02,4.802911867797e-03,1.822511909065e-01,3.275224759604e-02,7.442545941329e-01,3.031175665298e+05
1.405156250000e-02,8.139039941639e+02,1.659619857797e-02,1.852066343972e-02,4.813334181144e-03,1.821559966791e-01,3.280754778986e-02,7.442578093856e-01,3.066013459008e+05
1.405312500000e-02,8.148728062597e+02,1.657024586970e-02,1.857093660449e-02,4.823770720154e-03,1.820606716885e-01,3.286289042619e-02,7.442610303566e-01,3.101282666240e+05
1.405468750000e-02,8.158425939641e+02,1.654426339761e-02,1.862130530794e-02,4.834221485527e-03,1.819652159182e-01,3.291827546270e-02,7.442642570273e-01,3.136988991643e+05
1.405625000000e-02,8.168133568307e+02,1.651825116593e-02,1.867176963021e-02,4.844686477915e-03,1.818696293520e-01,3.297370285702e-02,7.442674893790e-01,3.173138221386e+05
1.405781250000e-02,8.177850944113e+02,1.649220917898e-02,1.872232965133e-02,4.855165697917e-03,1.817739119738e-01,3.302917256673e-02,7.442707273928e-01,3.209736224448e+05
1.405937500000e-02,8.187578062561e+02,1.646613744113e-02,1.877298545129e-02,4.865659146085e-03,1.816780637681e-01,3.308468454934e-02,7.442739710500e-01,3.246788953911e+05
1.406093750000e-02,8.197314919143e+02,1.644003595686e-02,1.882373710998e-02,4.876166822917e-03,1.815820847194e-01,3.314023876230e-02,7.442772203315e-01,3.284302448295e+05
1.406250000000e-02,8.207061509331e+02,1.641390473070e-02,1.887458470724e-02,4.886688728862e-03,1.814859748126e-01,3.319583516302e-02,7.442804752184e-01,3.322282832900e+05
1.406406250000e-02,8.216817828584e+02,1.638774376729e-02,1.892552832284e-02,4.897224864317e-03,1.813897340330e-01,3.325147370883e-02,7.442837356915e-01,3.360736321166e+05
1.406562500000e-02,8.226583872347e+02,1.636155307131e-02,1.897656803644e-02,4.907775229624e-03,1.812933623661e-01,3.330715435700e-02,7.442870017317e-01,3.399669216064e+05
1.406718750000e-02,8.236359636046e+02,1.633533264757e-02,1.902770392768e-02,4.918339825074e-03,1.811968597975e-01,3.336287706474e-02,7.442902733197e-01,3.439087911483e+05
1.406875000000e-02,8.246145115094e+02,1.630908250092e-02,1.907893607608e-02,4.928918650907e-03,1.811002263135e-01,3.341864178921e-02,7.442935504363e-01,3.478998893637e+05
1.407031250000e-02,8.255940304888e+02,1.628280263632e-02,1.913026456113e-02,4.939511707304e-03,1.810034619004e-01,3.347444848749e-02,7.442968330620e-01,3.519408742461e+05
1.407187500000e-02,8.265745200807e+02,1.625649305879e-02,1.918168946221e-02,4.950118994395e-03,1.809065665449e-01,3.353029711660e-02,7.443001211775e-01,3.560324132985e+05
1.407343750000e-02,8.275559798215e+02,1.623015377346e-02,1.923321085865e-02,4.960740512255e-03,1.808095402340e-01,3.358618763349e-02,7.443034147631e-01,3.601751836637e+05
1.407500000000e-02,8.285384092459e+02,1.620378478554e-02,1.928482882970e-02,4.971376260902e-03,1.807123829550e-01,3.364211999505e-02,7.443067137992e-01,3.643698722432e+05
1.407656250000e-02,8.295218078870e+02,1.617738610030e-02,1.933654345454e-02,4.982026240298e-03,1.806150946954e-01,3.369809415811e-02,7.443100182664e-01,3.686171757836e+05
1.407812500000e-02,8.305061752762e+02,1.615095772312e-02,1.938835481228e-02,4.992690450349e-03,1.805176754432e-01,3.375411007941e-02,7.443133281447e-01,3.729178008430e+05
1.407968750000e-02,8.314915109431e+02,1.612449965153e-02,1.944026297236e-02,5.003368888439e-03,1.804201250977e-01,3.381016769897e-02,7.443166430476e-01,3.772724627764e+05
1.408046875000e-02,8.319845416772e+02,1.611125948960e-02,1.946625339347e-02,5.008713445072e-03,1.803713008290e-01,3.383821214353e-02,7.443183027068e-01,3.794703349827e+05
1.408125000000e-02,8.324778140186e+02,1.609801190476e-02,1.949226806855e-02,5.014061561172e-03,1.803224437658e-01,3.386626700360e-02,7.443199637222e-01,3.816819952126e+05
1.408203125000e-02,8.329713279037e+02,1.608475689774e-02,1.951830700749e-02,5.019413236707e-03,1.802735539067e-01,3.389433227374e-02,7.443216260912e-01,3.839075367754e+05
1.408281250000e-02,8.334650832687e+02,1.607149446923e-02,1.954437022018e-02,5.024768471639e-03,1.802246312504e-01,3.392240794850e-02,7.443232898112e-01,3.861470532490e+05
1.408359375000e-02,8.339590800498e+02,1.605822461996e-02,1.957045771651e-02,5.030127265927e-03,1.801756757957e-01,3.395049402244e-02,7.443249548797e-01,3.884006387912e+05
1.408437500000e-02,8.344533181829e+02,1.604494735065e-02,1.959656950635e-02,5.035489619526e-03,1.801266875411e-01,3.397859049009e-02,7.443266212940e-01,3.906683882208e+05
1.408515625000e-02,8.349477976039e+02,1.603166266203e-02,1.962270559959e-02,5.040855532389e-03,1.800776664854e-01,3.400669734601e-02,7.443282890518e-01,3.929503970424e+05
1.408593750000e-02,8.354425182486e+02,1.601837055483e-02,1.964886600608e-02,5.046225004462e-03,1.800286126274e-01,3.403481458473e-02,7.443299581502e-01,3.952467614573e+05
1.408671875000e-02,8.359374800525e+02,1.600507102980e-02,1.967505073571e-02,5.051598035691e-03,1.799795259658e-01,3.406294220078e-02,7.443316285868e-01,3.975575783704e+05
1.408750000000e-02,8.364326829512e+02,1.599176408767e-02,1.970125979833e-02,5.056974626015e-03,1.799304064995e-01,3.409108018868e-02,7.443333003590e-01,3.998829453971e+05
1.408828125000e-02,8.369281268801e+02,1.597844972921e-02,1.972749320379e-02,5.062354775371e-03,1.798812542272e-01,3.411922854297e-02,7.443349734642e-01,4.022229608689e+05
1.408906250000e-02,8.374238117745e+02,1.596512795517e-02,1.975375096197e-02,5.067738483691e-03,1.798320691478e-01,3.414738725816e-02,7.443366478998e-01,4.045777238400e+05
1.408984375000e-02,8.379197375694e+02,1.595179876632e-02,1.978003308269e-02,5.073125750905e-03,1.797828512600e-01,3.417555632877e-02,7.443383236631e-01,4.069473340925e+05
1.409062500000e-02,8.384159042000e+02,1.593846216342e-02,1.980633957581e-02,5.078516576937e-03,1.797336005629e-01,3.420373574929e-02,7.443400007516e-01,4.093318921434e+05
1.409140625000e-02,8.389123116011e+02,1.592511814725e-02,1.983267045117e-02,5.083910961709e-03,1.796843170552e-01,3.423192551424e-02,7.443416791627e-01,4.117314992499e+05
1.409218750000e-02,8.394089597074e+02,1.591176671859e-02,1.985902571860e-02,5.089308905137e-03,1.796350007359e-01,3.426012561812e-02,7.443433588938e-01,4.141462574157e+05
1.409296875000e-02,8.399058484537e+02,1.589840787823e-02,1.988540538794e-02,5.094710407134e-03,1.795856516039e-01,3.428833605542e-02,7.443450399422e-01,4.165762693973e+05
1.409375000000e-02,8.404029777745e+02,1.588504162696e-02,1.991180946900e-02,5.100115467611e-03,1.795362696582e-01,3.431655682062e-02,7.443467223053e-01,4.190216387098e+05
1.409453125000e-02,8.409003476041e+02,1.587166796558e-02,1.993823797162e-02,5.105524086472e-03,1.794868548977e-01,3.434478790822e-02,7.443484059805e-01,4.214824696331e+05
1.409531250000e-02,8.413979578768e+02,1.585828689490e-02,1.996469090560e-02,5.110936263618e-03,1.794374073214e-01,3.437302931269e-02,7.443500909651e-01,4.239588672184e+05
1.409609375000e-02,8.418958085268e+02,1.584489841573e-02,1.999116828077e-02,5.116351998947e-03,1.793879269283e-01,3.440128102850e-02,7.443517772566e-01,4.264509372941e+05
1.409687500000e-02,8.423938994880e+02,1.583150252889e-02,2.001767010693e-02,5.121771292351e-03,1.793384137175e-01,3.442954305013e-02,7.443534648522e-01,4.289587864725e+05
1.409765625000e-02,8.428922306944e+02,1.581809923520e-02,2.004419639389e-02,5.127194143720e-03,1.792888676880e-01,3.445781537204e-02,7.443551537494e-01,4.314825221555e+05
1.409843750000e-02,8.433908020797e+02,1.580468853549e-02,2.007074715144e-02,5.132620552939e-03,1.792392888389e-01,3.448609798868e-02,7.443568439454e-01,4.340222525418e+05
1.409921875000e-02,8.438896135774e+02,1.579127043060e-02,2.009732238938e-02,5.138050519889e-03,1.791896771693e-01,3.451439089452e-02,7.443585354377e-01,4.365780866326e+05
1.410000000000e-02,8.443886651212e+02,1.577784492136e-02,2.012392211750e-02,5.143484044446e-03,1.791400326783e-01,3.454269408399e-02,7.443602282236e-01,4.391501342388e+05
1.410078125000e-02,8.448879566443e+02,1.576441200864e-02,2.015054634559e-02,5.148921126484e-03,1.790903553651e-01,3.457100755155e-02,7.443619223004e-01,4.417385059869e+05
1.410156250000e-02,8.453874880799e+02,1.575097169329e-02,2.017719508342e-02,5.154361765870e-03,1.790406452287e-01,3.459933129162e-02,7.443636176654e-01,4.443433133261e+05
1.410234375000e-02,8.458872593612e+02,1.573752397616e-02,2.020386834078e-02,5.159805962468e-03,1.789909022684e-01,3.462766529865e-02,7.443653143161e-01,4.469646685348e+05
1.410312500000e-02,8.463872704210e+02,1.572406885813e-02,2.023056612744e-02,5.165253716139e-03,1.789411264835e-01,3.465600956706e-02,7.443670122496e-01,4.496026847272e+05
1.410390625000e-02,8.468875211923e+02,1.571060634006e-02,2.025728845316e-02,5.170705026738e-03,1.788913178730e-01,3.468436409126e-02,7.443687114634e-01,4.522574758603e+05
1.410468750000e-02,8.473880116076e+02,1.569713642285e-02,2.028403532771e-02,5.176159894117e-03,1.788414764363e-01,3.471272886569e-02,7.443704119547e-01,4.549291567405e+05
1.410546875000e-02,8.478887415994e+02,1.568365910738e-02,2.031080676084e-02,5.181618318122e-03,1.787916021726e-01,3.474110388474e-02,7.443721137209e-01,4.576178430307e+05
1.410625000000e-02,8.483897111003e+02,1.567017439455e-02,2.033760276232e-02,5.187080298597e-03,1.787416950812e-01,3.476948914282e-02,7.443738167593e-01,4.603236512572e+05
1.410703125000e-02,8.488909200423e+02,1.565668228524e-02,2.036442334189e-02,5.192545835380e-03,1.786917551615e-01,3.479788463433e-02,7.443755210672e-01,4.630466988166e+05
1.410781250000e-02,8.493923683578e+02,1.564318278038e-02,2.039126850929e-02,5.198014928305e-03,1.786417824127e-01,3.482629035366e-02,7.443772266418e-01,4.657871039830e+05
1.410859375000e-02,8.498940559785e+02,1.562967588088e-02,2.041813827427e-02,5.203487577201e-03,1.785917768342e-01,3.485470629521e-02,7.443789334805e-01,4.685449859151e+05
1.410937500000e-02,8.503959828363e+02,1.561616158765e-02,2.044503264656e-02,5.208963781894e-03,1.785417384254e-01,3.488313245335e-02,7.443806415807e-01,4.713204646633e+05
1.411015625000e-02,8.508981488630e+02,1.560263990163e-02,2.047195163589e-02,5.214443542205e-03,1.784916671857e-01,3.491156882246e-02,7.443823509394e-01,4.741136611770e+05
1.411093750000e-02,8.514005539900e+02,1.558911082374e-02,2.049889525200e-02,5.219926857949e-03,1.784415631146e-01,3.494001539691e-02,7.443840615542e-01,4.769246973120e+05
1.411171875000e-02,8.519031981488e+02,1.557557435494e-02,2.052586350460e-02,5.225413728938e-03,1.783914262113e-01,3.496847217107e-02,7.443857734222e-01,4.797536958379e+05
1.411250000000e-02,8.524060812706e+02,1.556203049616e-02,2.055285640340e-02,5.230904154980e-03,1.783412564755e-01,3.499693913929e-02,7.443874865407e-01,4.826007804451e+05
1.411328125000e-02,8.529092032865e+02,1.554847924837e-02,2.057987395813e-02,5.236398135877e-03,1.782910539066e-01,3.502541629593e-02,7.443892009069e-01,4.854660757530e+05
1.411406250000e-02,8.534125641274e+02,1.553492061252e-02,2.060691617849e-02,5.241895671427e-03,1.782408185041e-01,3.505390363533e-02,7.443909165183e-01,4.883497073170e+05
1.411484375000e-02,8.539161637241e+02,1.552135458959e-02,2.063398307419e-02,5.247396761424e-03,1.781905502675e-01,3.508240115184e-02,7.443926333719e-01,4.912518016363e+05
1.411562500000e-02,8.544200020074e+02,1.550778118054e-02,2.066107465492e-02,5.252901405656e-03,1.781402491964e-01,3.511090883979e-02,7.443943514652e-01,4.941724861618e+05
1.411640625000e-02,8.549240789076e+02,1.549420038637e-02,2.068819093038e-02,5.258409603907e-03,1.780899152905e-01,3.513942669350e-02,7.443960707953e-01,4.971118893035e+05
1.411718750000e-02,8.554283943552e+02,1.548061220806e-02,2.071533191026e-02,5.263921355957e-03,1.780395485492e-01,3.516795470731e-02,7.443977913595e-01,5.000701404384e+05
1.411796875000e-02,8.559329482804e+02,1.546701664661e-02,2.074249760425e-02,5.269436661581e-03,1.779891489722e-01,3.519649287552e-02,7.443995131550e-01,5.030473699188e+05
1.411875000000e-02,8.564377406131e+02,1.545341370303e-02,2.076968802202e-02,5.274955520547e-03,1.779387165592e-01,3.522504119245e-02,7.444012361792e-01,5.060437090795e+05
1.411953125000e-02,8.569427712832e+02,1.543980337832e-02,2.079690317325e-02,5.280477932622e-03,1.778882513098e-01,3.525359965240e-02,7.444029604292e-01,5.090592902467e+05
1.412031250000e-02,8.574480402206e+02,1.542618567350e-02,2.082414306762e-02,5.286003897566e-03,1.778377532238e-01,3.528216824966e-02,7.444046859022e-01,5.120942467452e+05
1.412109375000e-02,8.579535473547e+02,1.541256058961e-02,2.085140771478e-02,5.291533415133e-03,1.777872223008e-01,3.531074697854e-02,7.444064125956e-01,5.151487129072e+05
1.412187500000e-02,8.584592926150e+02,1.539892812766e-02,2.087869712441e-02,5.297066485075e-03,1.777366585405e-01,3.533933583330e-02,7.444081405065e-01,5.182228240804e+05
1.412265625000e-02,8.589652759308e+02,1.538528828872e-02,2.090601130616e-02,5.302603107138e-03,1.776860619429e-01,3.536793480824e-02,7.444098696322e-01,5.213167166359e+05
1.412343750000e-02,8.594714972310e+02,1.537164107381e-02,2.093335026968e-02,5.308143281061e-03,1.776354325075e-01,3.539654389761e-02,7.444115999698e-01,5.244305279773e+05
1.412421875000e-02,8.599779564447e+02,1.535798648400e-02,2.096071402463e-02,5.313687006580e-03,1.775847702343e-01,3.542516309569e-02,7.444133315167e-01,5.275643965482e+05
1.412500000000e-02,8.604846535007e+02,1.534432452035e-02,2.098810258063e-02,5.319234283427e-03,1.775340751231e-01,3.545379239674e-02,7.444150642700e-01,5.307184618416e+05
1.412578125000e-02,8.609915883275e+02,1.533065518394e-02,2.101551594735e-02,5.324785111327e-03,1.774833471737e-01,3.548243179500e-02,7.444167982269e-01,5.338928644080e+05
1.412656250000e-02,8.614987608536e+02,1.531697847583e-02,2.104295413440e-02,5.330339490001e-03,1.774325863861e-01,3.551108128472e-02,7.444185333847e-01,5.370877458639e+05
1.412734375000e-02,8.620061710072e+02,1.530329439712e-02,2.107041715142e-02,5.335897419164e-03,1.773817927601e-01,3.553974086013e-02,7.444202697405e-01,5.403032489010e+05
1.412812500000e-02,8.625138187165e+02,1.528960294890e-02,2.109790500803e-02,5.341458898526e-03,1.773309662956e-01,3.556841051547e-02,7.444220072916e-01,5.435395172947e+05
1.412890625000e-02,8.630217039094e+02,1.527590413226e-02,2.112541771385e-02,5.347023927793e-03,1.772801069927e-01,3.559709024496e-02,7.444237460351e-01,5.467966959130e+05
1.412968750000e-02,8.635298265137e+02,1.526219794833e-02,2.115295527851e-02,5.352592506666e-03,1.772292148513e-01,3.562578004282e-02,7.444254859682e-01,5.500749307254e+05
1.413046875000e-02,8.640381864571e+02,1.524848439821e-02,2.118051771160e-02,5.358164634838e-03,1.771782898714e-01,3.565447990326e-02,7.444272270882e-01,5.533743688119e+05
1.413125000000e-02,8.645467836668e+02,1.523476348304e-02,2.120810502275e-02,5.363740311999e-03,1.771273320530e-01,3.568318982048e-02,7.444289693921e-01,5.566951583725e+05
1.413203125000e-02,8.650556180702e+02,1.522103520393e-02,2.123571722153e-02,5.369319537834e-03,1.770763413962e-01,3.571190978867e-02,7.444307128773e-01,5.600374487358e+05
1.413281250000e-02,8.655646895944e+02,1.520729956204e-02,2.126335431757e-02,5.374902312022e-03,1.770253179011e-01,3.574063980202e-02,7.444324575408e-01,5.634013903685e+05
1.413359375000e-02,8.660739981663e+02,1.519355655852e-02,2.129101632044e-02,5.380488634237e-03,1.769742615678e-01,3.576937985472e-02,7.444342033798e-01,5.667871348847e+05
1.413437500000e-02,8.665835437127e+02,1.517980619451e-02,2.131870323973e-02,5.386078504146e-03,1.769231723964e-01,3.579812994094e-02,7.444359503916e-01,5.701948350555e+05
1.413515625000e-02,8.670933261600e+02,1.516604847119e-02,2.134641508503e-02,5.391671921412e-03,1.768720503870e-01,3.582689005484e-02,7.444376985732e-01,5.736246448181e+05
1.413593750000e-02,8.676033454347e+02,1.515228338972e-02,2.137415186591e-02,5.397268885693e-03,1.768208955399e-01,3.585566019059e-02,7.444394479219e-01,5.770767192857e+05
1.413671875000e-02,8.681136014631e+02,1.513851095129e-02,2.140191359195e-02,5.402869396641e-03,1.767697078552e-01,3.588444034233e-02,7.444411984347e-01,5.805512147571e+05
1.413750000000e-02,8.686240941710e+02,1.512473115708e-02,2.142970027272e-02,5.408473453903e-03,1.767184873332e-01,3.591323050421e-02,7.444429501089e-01,5.840482887262e+05
1.413828125000e-02,8.691348234843e+02,1.511094400830e-02,2.145751191778e-02,5.414081057118e-03,1.766672339741e-01,3.594203067037e-02,7.444447029416e-01,5.875680998919e+05
1.413906250000e-02,8.696457893288e+02,1.509714950615e-02,2.148534853668e-02,5.419692205922e-03,1.766159477782e-01,3.597084083493e-02,7.444464569299e-01,5.911108081682e+05
1.413984375000e-02,8.701569916299e+02,1.508334765184e-02,2.151321013899e-02,5.425306899945e-03,1.765646287459e-01,3.599966099201e-02,7.444482120710e-01,5.946765746940e+05
1.414062500000e-02,8.706684303129e+02,1.506953844660e-02,2.154109673424e-02,5.430925138810e-03,1.765132768774e-01,3.602849113574e-02,7.444499683621e-01,5.982655618432e+05
1.414140625000e-02,8.711801053029e+02,1.505572189166e-02,2.156900833200e-02,5.436546922136e-03,1.764618921731e-01,3.605733126020e-02,7.444517258002e-01,6.018779332346e+05
1.414218750000e-02,8.716920165247e+02,1.504189798826e-02,2.159694494178e-02,5.442172249535e-03,1.764104746334e-01,3.608618135951e-02,7.444534843825e-01,6.055138537427e+05
1.414296875000e-02,8.722041639032e+02,1.502806673764e-02,2.162490657314e-02,5.447801120615e-03,1.763590242587e-01,3.611504142775e-02,7.444552441061e-01,6.091734895074e+05
1.414375000000e-02,8.727165473629e+02,1.501422814107e-02,2.165289323560e-02,5.453433534974e-03,1.763075410495e-01,3.614391145900e-02,7.444570049682e-01,6.128570079447e+05
1.414453125000e-02,8.732291668282e+02,1.500038219980e-02,2.168090493869e-02,5.459069492210e-03,1.762560250061e-01,3.617279144733e-02,7.444587669658e-01,6.165645777572e+05
1.414531250000e-02,8.737420222231e+02,1.498652891512e-02,2.170894169192e-02,5.464708991910e-03,1.762044761292e-01,3.620168138682e-02,7.444605300962e-01,6.202963689448e+05
1.414609375000e-02,8.742551134716e+02,1.497266828830e-02,2.173700350481e-02,5.470352033658e-03,1.761528944192e-01,3.623058127151e-02,7.444622943563e-01,6.240525528148e+05
1.414687500000e-02,8.747684404976e+02,1.495880032064e-02,2.176509038688e-02,5.475998617032e-03,1.761012798766e-01,3.625949109546e-02,7.444640597434e-01,6.278333019935e+05
1.414765625000e-02,8.752820032245e+02,1.494492501344e-02,2.179320234762e-02,5.481648741601e-03,1.760496325021e-01,3.628841085271e-02,7.444658262545e-01,6.316387904363e+05
1.414843750000e-02,8.757958015758e+02,1.493104236800e-02,2.182133939655e-02,5.487302406932e-03,1.759979522962e-01,3.631734053728e-02,7.444675938867e-01,6.354691934389e+05
1.414921875000e-02,8.763098354746e+02,1.491715238566e-02,2.184950154314e-02,5.492959612583e-03,1.759462392595e-01,3.634628014321e-02,7.444693626371e-01,6.393246876487e+05
1.415000000000e-02,8.768241048439e+02,1.490325506773e-02,2.187768879691e-02,5.498620358108e-03,1.758944933928e-01,3.637522966451e-02,7.444711325029e-01,6.432054510754e+05
1.415078125000e-02,8.773386096065e+02,1.488935041556e-02,2.190590116733e-02,5.504284643052e-03,1.758427146966e-01,3.640418909518e-02,7.444729034811e-01,6.471116631023e+05
1.415156250000e-02,8.778533496849e+02,1.487543843048e-02,2.193413866389e-02,5.509952466957e-03,1.757909031718e-01,3.643315842922e-02,7.444746755688e-01,6.510435044980e+05
1.415234375000e-02,8.783683250015e+02,1.486151911386e-02,2.196240129606e-02,5.515623829356e-03,1.757390588189e-01,3.646213766062e-02,7.444764487630e-01,6.550011574272e+05
1.415312500000e-02,8.788835354785e+02,1.484759246706e-02,2.199068907331e-02,5.521298729778e-03,1.756871816389e-01,3.649112678337e-02,7.444782230610e-01,6.589848054629e+05
1.415390625000e-02,8.793989810377e+02,1.483365849145e-02,2.201900200511e-02,5.526977167744e-03,1.756352716324e-01,3.652012579142e-02,7.444799984597e-01,6.629946335975e+05
1.415468750000e-02,8.799146616010e+02,1.481971718842e-02,2.204734010092e-02,5.532659142770e-03,1.755833288003e-01,3.654913467876e-02,7.444817749562e-01,6.670308282545e+05
1.415546875000e-02,8.804305770899e+02,1.480576855936e-02,2.207570337021e-02,5.538344654363e-03,1.755313531435e-01,3.657815343932e-02,7.444835525477e-01,6.710935773007e+05
1.415625000000e-02,8.809467274256e+02,1.479181260567e-02,2.210409182241e-02,5.544033702027e-03,1.754793446628e-01,3.660718206705e-02,7.444853312311e-01,6.751830700577e+05
1.415703125000e-02,8.814631125294e+02,1.477784932877e-02,2.213250546699e-02,5.549726285257e-03,1.754273033591e-01,3.663622055590e-02,7.444871110036e-01,6.792994973141e+05
1.415781250000e-02,8.819797323220e+02,1.476387873008e-02,2.216094431338e-02,5.555422403542e-03,1.753752292334e-01,3.666526889978e-02,7.444888918621e-01,6.834430513376e+05
1.415859375000e-02,8.824965867241e+02,1.474990081102e-02,2.218940837101e-02,5.561122056365e-03,1.753231222866e-01,3.669432709261e-02,7.444906738038e-01,6.876139258870e+05
1.415937500000e-02,8.830136756563e+02,1.473591557305e-02,2.221789764933e-02,5.566825243202e-03,1.752709825197e-01,3.672339512830e-02,7.444924568258e-01,6.918123162249e+05
1.416015625000e-02,8.835309990387e+02,1.472192301761e-02,2.224641215775e-02,5.572531963522e-03,1.752188099337e-01,3.675247300075e-02,7.444942409250e-01,6.960384191298e+05
1.416093750000e-02,8.840485567914e+02,1.470792314616e-02,2.227495190571e-02,5.578242216788e-03,1.751666045297e-01,3.678156070384e-02,7.444960260985e-01,7.002924329085e+05
1.416171875000e-02,8.845663488341e+02,1.469391596017e-02,2.230351690261e-02,5.583956002455e-03,1.751143663087e-01,3.681065823146e-02,7.444978123434e-01,7.045745574092e+05
1.416250000000e-02,8.850843750864e+02,1.467990146113e-02,2.233210715788e-02,5.589673319972e-03,1.750620952719e-01,3.683976557748e-02,7.444995996567e-01,7.088849940340e+05
1.416328125000e-02,8.856026354677e+02,1.466587965052e-02,2.236072268091e-02,5.595394168782e-03,1.750097914204e-01,3.686888273574e-02,7.445013880354e-01,7.132239457514e+05
1.416406250000e-02,8.861211298971e+02,1.465185052985e-02,2.238936348111e-02,5.601118548318e-03,1.749574547553e-01,3.689800970011e-02,7.445031774766e-01,7.175916171099e+05
1.416484375000e-02,8.866398582935e+02,1.463781410063e-02,2.241802956788e-02,5.606846458011e-03,1.749050852779e-01,3.692714646443e-02,7.445049679773e-01,7.219882142506e+05
1.416562500000e-02,8.871588205755e+02,1.462377036438e-02,2.244672095060e-02,5.612577897279e-03,1.748526829893e-01,3.695629302251e-02,7.445067595345e-01,7.264139449204e+05
1.416640625000e-02,8.876780166616e+02,1.460971932263e-02,2.247543763868e-02,5.618312865538e-03,1.748002478909e-01,3.698544936819e-02,7.445085521453e-01,7.308690184854e+05
1.416718750000e-02,8.881974464699e+02,1.459566097693e-02,2.250417964148e-02,5.624051362193e-03,1.747477799839e-01,3.701461549528e-02,7.445103458067e-01,7.353536459445e+05
1.416796875000e-02,8.887171099184e+02,1.458159532883e-02,2.253294696839e-02,5.629793386646e-03,1.746952792696e-01,3.704379139756e-02,7.445121405157e-01,7.398680399426e+05
1.416875000000e-02,8.892370069249e+02,1.456752237989e-02,2.256173962878e-02,5.635538938288e-03,1.746427457494e-01,3.707297706884e-02,7.445139362693e-01,7.444124147841e+05
1.416953125000e-02,8.897571374068e+02,1.455344213168e-02,2.259055763201e-02,5.641288016505e-03,1.745901794246e-01,3.710217250289e-02,7.445157330645e-01,7.489869864473e+05
1.417031250000e-02,8.902775012814e+02,1.453935458580e-02,2.261940098745e-02,5.647040620674e-03,1.745375802967e-01,3.713137769348e-02,7.445175308984e-01,7.535919725974e+05
1.417109375000e-02,8.907980984657e+02,1.452525974383e-02,2.264826970445e-02,5.652796750165e-03,1.744849483671e-01,3.716059263437e-02,7.445193297679e-01,7.582275926014e+05
1.417187500000e-02,8.913189288764e+02,1.451115760739e-02,2.267716379237e-02,5.658556404343e-03,1.744322836372e-01,3.718981731930e-02,7.445211296701e-01,7.628940675414e+05
1.417265625000e-02,8.918399924301e+02,1.449704817808e-02,2.270608326055e-02,5.664319582561e-03,1.743795861086e-01,3.721905174202e-02,7.445229306019e-01,7.675916202292e+05
1.417343750000e-02,8.923612890430e+02,1.448293145755e-02,2.273502811833e-02,5.670086284169e-03,1.743268557828e-01,3.724829589624e-02,7.445247325604e-01,7.723204752208e+05
1.417421875000e-02,8.928828186312e+02,1.446880744742e-02,2.276399837504e-02,5.675856508507e-03,1.742740926614e-01,3.727754977568e-02,7.445265355425e-01,7.770808588304e+05
1.417500000000e-02,8.934045811104e+02,1.445467614935e-02,2.279299404003e-02,5.681630254907e-03,1.742212967459e-01,3.730681337406e-02,7.445283395452e-01,7.818729991457e+05
1.417578125000e-02,8.939265763961e+02,1.444053756500e-02,2.282201512262e-02,5.687407522694e-03,1.741684680380e-01,3.733608668505e-02,7.445301445655e-01,7.866971260417e+05
1.417656250000e-02,8.944488044037e+02,1.442639169604e-02,2.285106163212e-02,5.693188311186e-03,1.741156065393e-01,3.736536970235e-02,7.445319506004e-01,7.915534711965e+05
1.417734375000e-02,8.949712650481e+02,1.441223854416e-02,2.288013357785e-02,5.698972619693e-03,1.740627122516e-01,3.739466241961e-02,7.445337576469e-01,7.964422681055e+05
1.417812500000e-02,8.954939582441e+02,1.439807811106e-02,2.290923096912e-02,5.704760447515e-03,1.740097851765e-01,3.742396483052e-02,7.445355657020e-01,8.013637520971e+05
