Pos,T,H2,O2,N2,H2O,Q
1.344218750000e-02,7.365227027525e+02,1.511827322906e-03,1.995044367700e-01,7.578548867909e-01,4.082988164091e-02,2.734327746573e+03
1.344687500000e-02,7.371982262607e+02,1.508665517686e-03,1.994498681666e-01,7.578556573400e-01,4.088629223823e-02,2.775317166818e+03
1.345156250000e-02,7.378743834583e+02,1.505504092036e-03,1.993952401333e-01,7.578564474584e-01,4.094274144020e-02,2.817098185257e+03
1.345625000000e-02,7.385511742707e+02,1.502343046574e-03,1.993405526571e-01,7.578572571755e-01,4.099922922643e-02,2.859690006620e+03
1.346093750000e-02,7.392285986226e+02,1.499182381914e-03,1.992858057250e-01,7.578580865207e-01,4.105575557660e-02,2.903112392382e+03
1.346562500000e-02,7.399066564379e+02,1.496022098669e-03,1.992309993240e-01,7.578589355236e-01,4.111232047034e-02,2.947385679032e+03
1.347031250000e-02,7.405853476395e+02,1.492862197450e-03,1.991761334411e-01,7.578598042135e-01,4.116892388732e-02,2.992530796999e+03
1.347500000000e-02,7.412646721498e+02,1.489702678862e-03,1.991212080632e-01,7.578606926199e-01,4.122556580718e-02,3.038569290238e+03
1.347968750000e-02,7.419446298901e+02,1.486543543513e-03,1.990662231774e-01,7.578616007719e-01,4.128224620960e-02,3.085523336522e+03
1.348437500000e-02,7.426252207809e+02,1.483384792004e-03,1.990111787705e-01,7.578625286990e-01,4.133896507423e-02,3.133415768455e+03
1.348906250000e-02,7.433064447421e+02,1.480226424937e-03,1.989560748295e-01,7.578634764304e-01,4.139572238075e-02,3.182270095238e+03
1.349375000000e-02,7.439883016924e+02,1.477068442908e-03,1.989009113415e-01,7.578644439953e-01,4.145251810883e-02,3.232110525206e+03
1.349843750000e-02,7.446707915499e+02,1.473910846515e-03,1.988456882932e-01,7.578654314230e-01,4.150935223813e-02,3.282961989178e+03
1.350312500000e-02,7.453539142317e+02,1.470753636350e-03,1.987904056718e-01,7.578664387425e-01,4.156622474834e-02,3.334850164647e+03
1.350781250000e-02,7.460376696541e+02,1.467596813006e-03,1.987350634641e-01,7.578674659829e-01,4.162313561913e-02,3.387801500832e+03
1.351250000000e-02,7.467220577324e+02,1.464440377069e-03,1.986796616570e-01,7.578685131735e-01,4.168008483018e-02,3.441843244641e+03
1.351718750000e-02,7.474070783811e+02,1.461284331591e-03,1.986242005722e-01,7.578695816204e-01,4.173707243152e-02,3.497003467565e+03
1.351953125000e-02,7.477498254444e+02,1.459706452344e-03,1.985964474331e-01,7.578701227137e-01,4.176558061967e-02,3.525013959985e+03
1.352187500000e-02,7.480927296337e+02,1.458128669477e-03,1.985686792319e-01,7.578706681689e-01,4.179409834002e-02,3.553315080210e+03
1.352656250000e-02,7.487790112901e+02,1.454973400821e-03,1.985130985915e-01,7.578717753552e-01,4.185116243316e-02,3.610800241767e+03
1.353125000000e-02,7.494659252545e+02,1.451818524294e-03,1.984574586271e-01,7.578729038595e-01,4.190826485476e-02,3.669493353019e+03
1.353359375000e-02,7.498096188901e+02,1.450241230204e-03,1.984296160366e-01,7.578734750268e-01,4.193683043078e-02,3.699304889287e+03
1.353593750000e-02,7.501534696129e+02,1.448664032950e-03,1.984017583773e-01,7.578740505907e-01,4.196540552454e-02,3.729430460172e+03
1.354062500000e-02,7.508416441631e+02,1.445509936731e-03,1.983459987837e-01,7.578752180341e-01,4.202258431824e-02,3.790635765211e+03
1.354531250000e-02,7.515304507504e+02,1.442356231960e-03,1.982901794987e-01,7.578764056299e-01,4.207980131048e-02,3.853146977515e+03
1.355000000000e-02,7.522198892831e+02,1.439202920247e-03,1.982343006525e-01,7.578776139552e-01,4.213705651141e-02,3.916998778492e+03
1.355312500000e-02,7.526798657175e+02,1.437100928928e-03,1.981970147524e-01,7.578784303743e-01,4.217524787860e-02,3.960331436040e+03
1.355625000000e-02,7.531401222958e+02,1.434999112540e-03,1.981597023129e-01,7.578792557801e-01,4.221345619682e-02,4.004286779331e+03
1.355937500000e-02,7.536006589947e+02,1.432897471247e-03,1.981223633301e-01,7.578800901811e-01,4.225168146011e-02,4.048875911044e+03
1.356250000000e-02,7.540614757904e+02,1.430796005216e-03,1.980849977998e-01,7.578809335859e-01,4.228992366250e-02,4.094110164233e+03
1.356562500000e-02,7.545225726593e+02,1.428694714609e-03,1.980476057183e-01,7.578817860029e-01,4.232818279801e-02,4.140001107594e+03
1.356875000000e-02,7.549839495773e+02,1.426593599592e-03,1.980101870814e-01,7.578826474408e-01,4.236645886070e-02,4.186560550867e+03
1.357187500000e-02,7.554456065202e+02,1.424492660329e-03,1.979727418852e-01,7.578835179079e-01,4.240475184459e-02,4.233800550362e+03
1.357500000000e-02,7.559075434637e+02,1.422391896983e-03,1.979352701257e-01,7.578843974129e-01,4.244306174371e-02,4.281733414618e+03
1.357812500000e-02,7.563697603832e+02,1.420291309716e-03,1.978977717990e-01,7.578852859641e-01,4.248138855210e-02,4.330371710196e+03
1.358125000000e-02,7.568322572540e+02,1.418190898692e-03,1.978602469009e-01,7.578861835701e-01,4.251973226378e-02,4.379728267612e+03
1.358437500000e-02,7.572950340510e+02,1.416090664073e-03,1.978226954275e-01,7.578870902394e-01,4.255809287280e-02,4.429816187412e+03
1.358750000000e-02,7.577580907492e+02,1.413990606020e-03,1.977851173749e-01,7.578880059805e-01,4.259647037318e-02,4.480648846389e+03
1.359062500000e-02,7.582214273231e+02,1.411890724697e-03,1.977475127390e-01,7.578889308017e-01,4.263486475896e-02,4.532239903952e+03
1.359375000000e-02,7.586850437471e+02,1.409791020263e-03,1.977098815158e-01,7.578898647117e-01,4.267327602416e-02,4.584603308646e+03
1.359687500000e-02,7.591489399955e+02,1.407691492880e-03,1.976722237013e-01,7.578908077187e-01,4.271170416282e-02,4.637753304830e+03
1.360000000000e-02,7.596131160422e+02,1.405592142708e-03,1.976345392915e-01,7.578917598314e-01,4.275014916896e-02,4.691704439509e+03
1.360312500000e-02,7.600775718611e+02,1.403492969908e-03,1.975968282823e-01,7.578927210581e-01,4.278861103661e-02,4.746471569337e+03
1.360625000000e-02,7.605423074257e+02,1.401393974639e-03,1.975590906699e-01,7.578936914072e-01,4.282708975980e-02,4.802069867781e+03
1.360937500000e-02,7.610073227093e+02,1.399295157062e-03,1.975213264502e-01,7.578946708872e-01,4.286558533256e-02,4.858514832463e+03
1.361250000000e-02,7.614726176852e+02,1.397196517335e-03,1.974835356191e-01,7.578956595065e-01,4.290409774892e-02,4.915822292668e+03
1.361562500000e-02,7.619381923262e+02,1.395098055617e-03,1.974457181727e-01,7.578966572735e-01,4.294262700289e-02,4.974008417045e+03
1.361875000000e-02,7.624040466049e+02,1.392999772067e-03,1.974078741069e-01,7.578976641967e-01,4.298117308851e-02,5.033089721479e+03
1.362187500000e-02,7.628701804940e+02,1.390901666843e-03,1.973700034177e-01,7.578986802843e-01,4.301973599979e-02,5.093083077161e+03
1.362500000000e-02,7.633365939655e+02,1.388803740104e-03,1.973321061011e-01,7.578997055449e-01,4.305831573076e-02,5.154005718845e+03
1.362812500000e-02,7.638032869916e+02,1.386705992007e-03,1.972941821530e-01,7.579007399868e-01,4.309691227543e-02,5.215875253307e+03
1.363125000000e-02,7.642702595440e+02,1.384608422710e-03,1.972562315695e-01,7.579017836183e-01,4.313552562784e-02,5.278709668003e+03
1.363437500000e-02,7.647375115942e+02,1.382511032369e-03,1.972182543466e-01,7.579028364479e-01,4.317415578198e-02,5.342527339934e+03
1.363750000000e-02,7.652050431135e+02,1.380413821141e-03,1.971802504801e-01,7.579038984839e-01,4.321280273189e-02,5.407347044729e+03
1.364062500000e-02,7.656728540730e+02,1.378316789184e-03,1.971422199661e-01,7.579049697346e-01,4.325146647157e-02,5.473187965933e+03
1.364375000000e-02,7.661409444435e+02,1.376219936653e-03,1.971041628005e-01,7.579060502085e-01,4.329014699504e-02,5.540069704530e+03
1.364687500000e-02,7.666093141955e+02,1.374123263705e-03,1.970660789794e-01,7.579071399138e-01,4.332884429630e-02,5.608012288687e+03
1.365000000000e-02,7.670779632995e+02,1.372026770495e-03,1.970279684986e-01,7.579082388589e-01,4.336755836937e-02,5.677036183729e+03
1.365312500000e-02,7.675468917254e+02,1.369930457179e-03,1.969898313542e-01,7.579093470522e-01,4.340628920826e-02,5.747162302356e+03
1.365625000000e-02,7.680160994430e+02,1.367834323912e-03,1.969516675421e-01,7.579104645019e-01,4.344503680697e-02,5.818412015103e+03
1.365937500000e-02,7.684855864219e+02,1.365738370849e-03,1.969134770583e-01,7.579115912163e-01,4.348380115950e-02,5.890807161045e+03
1.366250000000e-02,7.689553526315e+02,1.363642598146e-03,1.968752598988e-01,7.579127272038e-01,4.352258225986e-02,5.964370058768e+03
1.366562500000e-02,7.694253980406e+02,1.361547005956e-03,1.968370160594e-01,7.579138724727e-01,4.356138010204e-02,6.039123517589e+03
1.366875000000e-02,7.698957226182e+02,1.359451594434e-03,1.967987455362e-01,7.579150270313e-01,4.360019468004e-02,6.115090849049e+03
1.367187500000e-02,7.703663263326e+02,1.357356363734e-03,1.967604483252e-01,7.579161908878e-01,4.363902598785e-02,6.192295878683e+03
1.367500000000e-02,7.708372091520e+02,1.355261314010e-03,1.967221244223e-01,7.579173640505e-01,4.367787401946e-02,6.270762958063e+03
1.367812500000e-02,7.713083710445e+02,1.353166445417e-03,1.966837738234e-01,7.579185465278e-01,4.371673876887e-02,6.350516977133e+03
1.368125000000e-02,7.717798119776e+02,1.351071758107e-03,1.966453965246e-01,7.579197383278e-01,4.375562023005e-02,6.431583376836e+03
1.368437500000e-02,7.722515319187e+02,1.348977252234e-03,1.966069925218e-01,7.579209394588e-01,4.379451839699e-02,6.513988162040e+03
1.368750000000e-02,7.727235308350e+02,1.346882930480e-03,1.965685621800e-01,7.579221513521e-01,4.383343334597e-02,6.597757914776e+03
1.368906250000e-02,7.729596345694e+02,1.345835836155e-03,1.965493367798e-01,7.579227600917e-01,4.385289706321e-02,6.640165081642e+03
1.369062500000e-02,7.731958073535e+02,1.344788786319e-03,1.965301045297e-01,7.579233704539e-01,4.387236490675e-02,6.682923802455e+03
1.369375000000e-02,7.736683614118e+02,1.342694826833e-03,1.964916204375e-01,7.579245995998e-01,4.391131313438e-02,6.769505877608e+03
1.369687500000e-02,7.741411943446e+02,1.340601049390e-03,1.964531096251e-01,7.579258381097e-01,4.395027804377e-02,6.857536278640e+03
1.370000000000e-02,7.746143061175e+02,1.338507454144e-03,1.964145720884e-01,7.579270859917e-01,4.398925962889e-02,6.947044034971e+03
1.370312500000e-02,7.750876966963e+02,1.336414041247e-03,1.963760078235e-01,7.579283432542e-01,4.402825788368e-02,7.038058824232e+03
1.370625000000e-02,7.755613660461e+02,1.334320813253e-03,1.963374171796e-01,7.579296112693e-01,4.406727288142e-02,7.130610987497e+03
1.370781250000e-02,7.757983049400e+02,1.333274266211e-03,1.963181116269e-01,7.579302481178e-01,4.408678661104e-02,7.177475498003e+03
1.370937500000e-02,7.760353128716e+02,1.332227765132e-03,1.962987994012e-01,7.579308873098e-01,4.410630449917e-02,7.224736121477e+03
1.371093750000e-02,7.762723898397e+02,1.331181310034e-03,1.962794805021e-01,7.579315288462e-01,4.412582654510e-02,7.272396846479e+03
1.371250000000e-02,7.765095358434e+02,1.330134900933e-03,1.962601549288e-01,7.579321727281e-01,4.414535274809e-02,7.320461706047e+03
1.371406250000e-02,7.767467508813e+02,1.329088537849e-03,1.962408226810e-01,7.579328189565e-01,4.416488310742e-02,7.368934778217e+03
1.371562500000e-02,7.769840349522e+02,1.328042220798e-03,1.962214837580e-01,7.579334675326e-01,4.418441762238e-02,7.417820186548e+03
1.371718750000e-02,7.772213880551e+02,1.326995949799e-03,1.962021381592e-01,7.579341184572e-01,4.420395629222e-02,7.467122100655e+03
1.371875000000e-02,7.774588101886e+02,1.325949724868e-03,1.961827858842e-01,7.579347717315e-01,4.422349911624e-02,7.516844736751e+03
1.372031250000e-02,7.776963013515e+02,1.324903546023e-03,1.961634269322e-01,7.579354273566e-01,4.424304609370e-02,7.566992358185e+03
1.372187500000e-02,7.779338615425e+02,1.323857413283e-03,1.961440613029e-01,7.579360853334e-01,4.426259722388e-02,7.617569276001e+03
1.372343750000e-02,7.781714907604e+02,1.322811326664e-03,1.961246889956e-01,7.579367456630e-01,4.428215250605e-02,7.668579849490e+03
1.372500000000e-02,7.784091890039e+02,1.321765286185e-03,1.961053100098e-01,7.579374083465e-01,4.430171193948e-02,7.720028486755e+03
1.372656250000e-02,7.786469562717e+02,1.320719291863e-03,1.960859243449e-01,7.579380733848e-01,4.432127552345e-02,7.771919645284e+03
1.372812500000e-02,7.788847925623e+02,1.319673343715e-03,1.960665320004e-01,7.579387407791e-01,4.434084325724e-02,7.824257832524e+03
1.372968750000e-02,7.791226978745e+02,1.318627441760e-03,1.960471329757e-01,7.579394105304e-01,4.436041514011e-02,7.877047606467e+03
1.373125000000e-02,7.793606722069e+02,1.317581586015e-03,1.960277272702e-01,7.579400826398e-01,4.437999117133e-02,7.930293576239e+03
1.373281250000e-02,7.795987155580e+02,1.316535776498e-03,1.960083148834e-01,7.579407571081e-01,4.439957135018e-02,7.984000402700e+03
1.373437500000e-02,7.798368279265e+02,1.315490013225e-03,1.959888958147e-01,7.579414339366e-01,4.441915567593e-02,8.038172799043e+03
1.373593750000e-02,7.800750093109e+02,1.314444296216e-03,1.959694700637e-01,7.579421131263e-01,4.443874414786e-02,8.092815531412e+03
1.373750000000e-02,7.803132597098e+02,1.313398625488e-03,1.959500376296e-01,7.579427946781e-01,4.445833676522e-02,8.147933419513e+03
1.373906250000e-02,7.805515791217e+02,1.312353001057e-03,1.959305985120e-01,7.579434785931e-01,4.447793352729e-02,8.203531337246e+03
1.374062500000e-02,7.807899675450e+02,1.311307421857e-03,1.959111525481e-01,7.579441642447e-01,4.449753439648e-02,8.259614213330e+03
1.374375000000e-02,7.812669525518e+02,1.309216407201e-03,1.958722412563e-01,7.579455451506e-01,4.453674866925e-02,8.373249012108e+03
1.374531250000e-02,7.815055491460e+02,1.308170967615e-03,1.958527753770e-01,7.579462385419e-01,4.455636201264e-02,8.430816789432e+03
1.374687500000e-02,7.817442147455e+02,1.307125574416e-03,1.958333028113e-01,7.579469343017e-01,4.457597949706e-02,8.488889797144e+03
1.374843750000e-02,7.819829493486e+02,1.306080227624e-03,1.958138235589e-01,7.579476324309e-01,4.459560112178e-02,8.547473247822e+03
1.375000000000e-02,7.822217529539e+02,1.305034927254e-03,1.957943376190e-01,7.579483329306e-01,4.461522688606e-02,8.606572412813e+03
1.375156250000e-02,7.824606255595e+02,1.303989673326e-03,1.957748449912e-01,7.579490358018e-01,4.463485678919e-02,8.666192622925e+03
1.375312500000e-02,7.826995671639e+02,1.302944465856e-03,1.957553456748e-01,7.579497410457e-01,4.465449083041e-02,8.726339269116e+03
1.375468750000e-02,7.829385777653e+02,1.301899304862e-03,1.957358396695e-01,7.579504486632e-01,4.467412900900e-02,8.787017803193e+03
1.375625000000e-02,7.831776573620e+02,1.300854190363e-03,1.957163269745e-01,7.579511586553e-01,4.469377132423e-02,8.848233738526e+03
1.375781250000e-02,7.834168059523e+02,1.299809122375e-03,1.956968075894e-01,7.579518710231e-01,4.471341777535e-02,8.909992650762e+03
1.375937500000e-02,7.836560235343e+02,1.298764100918e-03,1.956772815136e-01,7.579525857676e-01,4.473306836163e-02,8.972300178551e+03
1.376093750000e-02,7.838953101064e+02,1.297719126007e-03,1.956577487465e-01,7.579533028899e-01,4.475272308234e-02,9.035162024279e+03
1.376250000000e-02,7.841346656667e+02,1.296674197662e-03,1.956382092876e-01,7.579540223910e-01,4.477238193673e-02,9.098583954811e+03
1.376406250000e-02,7.843740902133e+02,1.295629315900e-03,1.956186631364e-01,7.579547442719e-01,4.479204492408e-02,9.162571802241e+03
1.376562500000e-02,7.846135837444e+02,1.294584480738e-03,1.955991102923e-01,7.579554685337e-01,4.481171204363e-02,9.227131464651e+03
1.376718750000e-02,7.848531462581e+02,1.293539692195e-03,1.955795507547e-01,7.579561951773e-01,4.483138329467e-02,9.292268906877e+03
1.376875000000e-02,7.850927777525e+02,1.292494950288e-03,1.955599845231e-01,7.579569242039e-01,4.485105867643e-02,9.357990161287e+03
1.377031250000e-02,7.853324782257e+02,1.291450255036e-03,1.955404115970e-01,7.579576556145e-01,4.487073818820e-02,9.424301328567e+03
1.377187500000e-02,7.855722476756e+02,1.290405606456e-03,1.955208319758e-01,7.579583894100e-01,4.489042182921e-02,9.491208578512e+03
1.377343750000e-02,7.858120861004e+02,1.289361004566e-03,1.955012456590e-01,7.579591255916e-01,4.491010959875e-02,9.558718150831e+03
1.377500000000e-02,7.860519934980e+02,1.288316449383e-03,1.954816526460e-01,7.579598641602e-01,4.492980149606e-02,9.626836355959e+03
1.377656250000e-02,7.862919698663e+02,1.287271940926e-03,1.954620529362e-01,7.579606051169e-01,4.494949752040e-02,9.695569575875e+03
1.377812500000e-02,7.865320152033e+02,1.286227479213e-03,1.954424465292e-01,7.579613484628e-01,4.496919767103e-02,9.764924264939e+03
1.377968750000e-02,7.867721295070e+02,1.285183064261e-03,1.954228334243e-01,7.579620941987e-01,4.498890194720e-02,9.834906950726e+03
1.378125000000e-02,7.870123127751e+02,1.284138696089e-03,1.954032136211e-01,7.579628423259e-01,4.500861034818e-02,9.905524234877e+03
1.378281250000e-02,7.872525650056e+02,1.283094374714e-03,1.953835871191e-01,7.579635928452e-01,4.502832287322e-02,9.976782793958e+03
1.378437500000e-02,7.874928861963e+02,1.282050100155e-03,1.953639539175e-01,7.579643457578e-01,4.504803952157e-02,1.004868938033e+04
1.378593750000e-02,7.877332763449e+02,1.281005872428e-03,1.953443140160e-01,7.579651010647e-01,4.506776029249e-02,1.012125082302e+04
1.378750000000e-02,7.879737354494e+02,1.279961691554e-03,1.953246674139e-01,7.579658587668e-01,4.508748518524e-02,1.019447402863e+04
1.378906250000e-02,7.882142635073e+02,1.278917557548e-03,1.953050141108e-01,7.579666188652e-01,4.510721419905e-02,1.026836598221e+04
1.379062500000e-02,7.884548605165e+02,1.277873470430e-03,1.952853541061e-01,7.579673813610e-01,4.512694733320e-02,1.034293374816e+04
1.379218750000e-02,7.886955264746e+02,1.276829430218e-03,1.952656873992e-01,7.579681462552e-01,4.514668458693e-02,1.041818447120e+04
1.379375000000e-02,7.889362613793e+02,1.275785436929e-03,1.952460139897e-01,7.579689135488e-01,4.516642595948e-02,1.049412537724e+04
1.379531250000e-02,7.891770652282e+02,1.274741490582e-03,1.952263338769e-01,7.579696832427e-01,4.518617145012e-02,1.057076377434e+04
1.379687500000e-02,7.894179380190e+02,1.273697591194e-03,1.952066470604e-01,7.579704553382e-01,4.520592105809e-02,1.064810705368e+04
1.379843750000e-02,7.896588797491e+02,1.272653738785e-03,1.951869535396e-01,7.579712298361e-01,4.522567478264e-02,1.072616269048e+04
1.380000000000e-02,7.898998904163e+02,1.271609933371e-03,1.951672533140e-01,7.579720067375e-01,4.524543262302e-02,1.080493824501e+04
1.380156250000e-02,7.901409700179e+02,1.270566174972e-03,1.951475463830e-01,7.579727860434e-01,4.526519457848e-02,1.088444136354e+04
1.380312500000e-02,7.903821185515e+02,1.269522463605e-03,1.951278327461e-01,7.579735677549e-01,4.528496064825e-02,1.096467977936e+04
1.380468750000e-02,7.906233360145e+02,1.268478799289e-03,1.951081124028e-01,7.579743518729e-01,4.530473083160e-02,1.104566131375e+04
1.380625000000e-02,7.908646224044e+02,1.267435182042e-03,1.950883853525e-01,7.579751383985e-01,4.532450512776e-02,1.112739387705e+04
1.380781250000e-02,7.911059777185e+02,1.266391611883e-03,1.950686515948e-01,7.579759273328e-01,4.534428353597e-02,1.120988546961e+04
1.380937500000e-02,7.913474019543e+02,1.265348088829e-03,1.950489111290e-01,7.579767186766e-01,4.536406605549e-02,1.129314418290e+04
1.381093750000e-02,7.915888951089e+02,1.264304612899e-03,1.950291639547e-01,7.579775124312e-01,4.538385268556e-02,1.137717820049e+04
1.381250000000e-02,7.918304571799e+02,1.263261184111e-03,1.950094100714e-01,7.579783085974e-01,4.540364342541e-02,1.146199579919e+04
1.381406250000e-02,7.920720881644e+02,1.262217802484e-03,1.949896494784e-01,7.579791071763e-01,4.542343827429e-02,1.154760535003e+04
1.381562500000e-02,7.923137880596e+02,1.261174468036e-03,1.949698821753e-01,7.579799081690e-01,4.544323723143e-02,1.163401531944e+04
1.381718750000e-02,7.925555568628e+02,1.260131180785e-03,1.949501081616e-01,7.579807115763e-01,4.546304029609e-02,1.172123427027e+04
1.381875000000e-02,7.927973945712e+02,1.259087940751e-03,1.949303274367e-01,7.579815173995e-01,4.548284746749e-02,1.180927086292e+04
1.382031250000e-02,7.930393011818e+02,1.258044747951e-03,1.949105400001e-01,7.579823256394e-01,4.550265874488e-02,1.189813385648e+04
1.382187500000e-02,7.932812766918e+02,1.257001602404e-03,1.948907458513e-01,7.579831362971e-01,4.552247412748e-02,1.198783210983e+04
1.382343750000e-02,7.935233210983e+02,1.255958504129e-03,1.948709449898e-01,7.579839493737e-01,4.554229361455e-02,1.207837458283e+04
1.382500000000e-02,7.937654343983e+02,1.254915453145e-03,1.948511374151e-01,7.579847648701e-01,4.556211720530e-02,1.216977033741e+04
1.382656250000e-02,7.940076165887e+02,1.253872449469e-03,1.948313231265e-01,7.579855827873e-01,4.558194489898e-02,1.226202853880e+04
1.382812500000e-02,7.942498676667e+02,1.252829493121e-03,1.948115021237e-01,7.579864031264e-01,4.560177669483e-02,1.235515845670e+04
1.382968750000e-02,7.944921876290e+02,1.251786584120e-03,1.947916744061e-01,7.579872258884e-01,4.562161259206e-02,1.244916946644e+04
1.383125000000e-02,7.947345764726e+02,1.250743722483e-03,1.947718399732e-01,7.579880510743e-01,4.564145258991e-02,1.254407105022e+04
1.383281250000e-02,7.949770341943e+02,1.249700911335e-03,1.947519993083e-01,7.579888805682e-01,4.566129680105e-02,1.263987279836e+04
1.383359375000e-02,7.950982886927e+02,1.249179521986e-03,1.947420762107e-01,7.579892952784e-01,4.567122039100e-02,1.268811500074e+04
1.383437500000e-02,7.952195600262e+02,1.248658144708e-03,1.947321514433e-01,7.579897105899e-01,4.568114500148e-02,1.273658593493e+04
1.383515625000e-02,7.953408481960e+02,1.248136779502e-03,1.947222250060e-01,7.579901265026e-01,4.569107063242e-02,1.278528683115e+04
1.383593750000e-02,7.954621532035e+02,1.247615426370e-03,1.947122968987e-01,7.579905430169e-01,4.570099728373e-02,1.283421892657e+04
1.383671875000e-02,7.955834750501e+02,1.247094085314e-03,1.947023671213e-01,7.579909601328e-01,4.571092495533e-02,1.288338346542e+04
1.383750000000e-02,7.957048137370e+02,1.246572756335e-03,1.946924356737e-01,7.579913778504e-01,4.572085364714e-02,1.293278169902e+04
1.383828125000e-02,7.958261692657e+02,1.246051439436e-03,1.946825025558e-01,7.579917961700e-01,4.573078335908e-02,1.298241488580e+04
1.383906250000e-02,7.959475416374e+02,1.245530134618e-03,1.946725677675e-01,7.579922150916e-01,4.574071409106e-02,1.303228429134e+04
1.383984375000e-02,7.960689308535e+02,1.245008841884e-03,1.946626313088e-01,7.579926346153e-01,4.575064584301e-02,1.308239118845e+04
1.384062500000e-02,7.961903369152e+02,1.244487561234e-03,1.946526931795e-01,7.579930547414e-01,4.576057861484e-02,1.313273685715e+04
1.384140625000e-02,7.963117598240e+02,1.243966292671e-03,1.946427533796e-01,7.579934754699e-01,4.577051240647e-02,1.318332258476e+04
1.384218750000e-02,7.964331995811e+02,1.243445036197e-03,1.946328119090e-01,7.579938968011e-01,4.578044721782e-02,1.323414966593e+04
1.384296875000e-02,7.965546561879e+02,1.242923791814e-03,1.946228687675e-01,7.579943187349e-01,4.579038304881e-02,1.328521940266e+04
1.384375000000e-02,7.966761296457e+02,1.242402559523e-03,1.946129239551e-01,7.579947412717e-01,4.580031989935e-02,1.333653310437e+04
1.384453125000e-02,7.967976199557e+02,1.241881339326e-03,1.946029774718e-01,7.579951644114e-01,4.581025776937e-02,1.338809208794e+04
1.384531250000e-02,7.969191271195e+02,1.241360131226e-03,1.945930293173e-01,7.579955881543e-01,4.582019665877e-02,1.343989767771e+04
1.384609375000e-02,7.970406511381e+02,1.240838935224e-03,1.945830794917e-01,7.579960125005e-01,4.583013656749e-02,1.349195120558e+04
1.384687500000e-02,7.971621920130e+02,1.240317751321e-03,1.945731279947e-01,7.579964374502e-01,4.584007749542e-02,1.354425401103e+04
1.384765625000e-02,7.972837497454e+02,1.239796579520e-03,1.945631748264e-01,7.579968630034e-01,4.585001944251e-02,1.359680744115e+04
1.384843750000e-02,7.974053243368e+02,1.239275419823e-03,1.945532199867e-01,7.579972891603e-01,4.585996240865e-02,1.364961285069e+04
1.384921875000e-02,7.975269157883e+02,1.238754272232e-03,1.945432634754e-01,7.579977159211e-01,4.586990639377e-02,1.370267160211e+04
1.385000000000e-02,7.976485241013e+02,1.238233136748e-03,1.945333052925e-01,7.579981432858e-01,4.587985139779e-02,1.375598506564e+04
1.385078125000e-02,7.977701492771e+02,1.237712013373e-03,1.945233454379e-01,7.579985712547e-01,4.588979742062e-02,1.380955461927e+04
1.385156250000e-02,7.978917913170e+02,1.237190902110e-03,1.945133839115e-01,7.579989998279e-01,4.589974446218e-02,1.386338164885e+04
1.385234375000e-02,7.980134502223e+02,1.236669802959e-03,1.945034207132e-01,7.579994290054e-01,4.590969252238e-02,1.391746754811e+04
1.385312500000e-02,7.981351259943e+02,1.236148715924e-03,1.944934558429e-01,7.579998587875e-01,4.591964160115e-02,1.397181371871e+04
1.385390625000e-02,7.982568186343e+02,1.235627641006e-03,1.944834893005e-01,7.580002891743e-01,4.592959169840e-02,1.402642157028e+04
1.385468750000e-02,7.983785281436e+02,1.235106578206e-03,1.944735210860e-01,7.580007201660e-01,4.593954281405e-02,1.408129252046e+04
1.385546875000e-02,7.985002545235e+02,1.234585527528e-03,1.944635511992e-01,7.580011517625e-01,4.594949494801e-02,1.413642799497e+04
1.385625000000e-02,7.986219977752e+02,1.234064488972e-03,1.944535796401e-01,7.580015839642e-01,4.595944810021e-02,1.419182942761e+04
1.385703125000e-02,7.987437579002e+02,1.233543462541e-03,1.944436064085e-01,7.580020167712e-01,4.596940227055e-02,1.424749826035e+04
1.385781250000e-02,7.988655348995e+02,1.233022448236e-03,1.944336315045e-01,7.580024501835e-01,4.597935745895e-02,1.430343594337e+04
1.385859375000e-02,7.989873287747e+02,1.232501446060e-03,1.944236549278e-01,7.580028842013e-01,4.598931366533e-02,1.435964393509e+04
1.385937500000e-02,7.991091395268e+02,1.231980456014e-03,1.944136766785e-01,7.580033188248e-01,4.599927088961e-02,1.441612370220e+04
1.386015625000e-02,7.992309671573e+02,1.231459478100e-03,1.944036967563e-01,7.580037540541e-01,4.600922913170e-02,1.447287671976e+04
1.386093750000e-02,7.993528116673e+02,1.230938512321e-03,1.943937151613e-01,7.580041898893e-01,4.601918839152e-02,1.452990447119e+04
1.386171875000e-02,7.994746730582e+02,1.230417558678e-03,1.943837318934e-01,7.580046263306e-01,4.602914866899e-02,1.458720844837e+04
1.386250000000e-02,7.995965513313e+02,1.229896617174e-03,1.943737469524e-01,7.580050633781e-01,4.603910996401e-02,1.464479015164e+04
1.386328125000e-02,7.997184464878e+02,1.229375687809e-03,1.943637603383e-01,7.580055010319e-01,4.604907227652e-02,1.470265108988e+04
1.386406250000e-02,7.998403585290e+02,1.228854770587e-03,1.943537720510e-01,7.580059392923e-01,4.605903560641e-02,1.476079278053e+04
1.386484375000e-02,7.999622874561e+02,1.228333865509e-03,1.943437820903e-01,7.580063781593e-01,4.606899995361e-02,1.481921674968e+04
1.386562500000e-02,8.000842332705e+02,1.227812972577e-03,1.943337904563e-01,7.580068176330e-01,4.607896531803e-02,1.487792453207e+04
