Pos,T,H2,O2,N2,H2O,Q
1.401328125000e-02,8.234364990693e+02,1.129584869684e-03,1.924152369431e-01,7.581009304115e-01,4.798058022994e-02,3.342203034603e+04
1.401406250000e-02,8.235616729847e+02,1.129066327659e-03,1.924049260285e-01,7.581014876683e-01,4.799073718341e-02,3.357592929400e+04
1.401484375000e-02,8.236868639675e+02,1.128547798288e-03,1.923946134283e-01,7.581020455579e-01,4.800089513529e-02,3.373063845176e+04
1.401562500000e-02,8.238120720184e+02,1.128029281574e-03,1.923842991425e-01,7.581026040806e-01,4.801105408549e-02,3.388616228866e+04
1.401640625000e-02,8.239372971377e+02,1.127510777522e-03,1.923739831711e-01,7.581031632365e-01,4.802121403386e-02,3.404250529827e+04
1.401718750000e-02,8.240625393258e+02,1.126992286135e-03,1.923636655140e-01,7.581037230257e-01,4.803137498030e-02,3.419967199845e+04
1.401796875000e-02,8.241877985833e+02,1.126473807416e-03,1.923533461712e-01,7.581042834484e-01,4.804153692469e-02,3.435766693152e+04
1.401875000000e-02,8.243130749105e+02,1.125955341369e-03,1.923430251428e-01,7.581048445046e-01,4.805169986689e-02,3.451649466434e+04
1.401953125000e-02,8.244383683079e+02,1.125436887999e-03,1.923327024286e-01,7.581054061946e-01,4.806186380680e-02,3.467615978847e+04
1.402031250000e-02,8.245636787759e+02,1.124918447309e-03,1.923223780286e-01,7.581059685184e-01,4.807202874429e-02,3.483666692026e+04
1.402109375000e-02,8.246890063148e+02,1.124400019302e-03,1.923120519429e-01,7.581065314762e-01,4.808219467925e-02,3.499802070097e+04
1.402187500000e-02,8.248143509252e+02,1.123881603983e-03,1.923017241714e-01,7.581070950681e-01,4.809236161154e-02,3.516022579694e+04
1.402265625000e-02,8.249397126073e+02,1.123363201355e-03,1.922913947140e-01,7.581076592942e-01,4.810252954104e-02,3.532328689965e+04
1.402343750000e-02,8.250650913616e+02,1.122844811423e-03,1.922810635709e-01,7.581082241548e-01,4.811269846764e-02,3.548720872589e+04
1.402421875000e-02,8.251904871884e+02,1.122326434190e-03,1.922707307418e-01,7.581087896498e-01,4.812286839121e-02,3.565199601786e+04
1.402500000000e-02,8.253159000882e+02,1.121808069660e-03,1.922603962269e-01,7.581093557796e-01,4.813303931163e-02,3.581765354331e+04
1.402578125000e-02,8.254413300612e+02,1.121289717836e-03,1.922500600261e-01,7.581099225441e-01,4.814321122877e-02,3.598418609565e+04
1.402656250000e-02,8.255667771079e+02,1.120771378724e-03,1.922397221394e-01,7.581104899435e-01,4.815338414251e-02,3.615159849408e+04
1.402734375000e-02,8.256922412285e+02,1.120253052326e-03,1.922293825668e-01,7.581110579781e-01,4.816355805272e-02,3.631989558374e+04
1.402812500000e-02,8.258177224235e+02,1.119734738647e-03,1.922190413082e-01,7.581116266477e-01,4.817373295929e-02,3.648908223580e+04
1.402890625000e-02,8.259432206931e+02,1.119216437690e-03,1.922086983637e-01,7.581121959528e-01,4.818390886209e-02,3.665916334759e+04
1.402968750000e-02,8.260687360376e+02,1.118698149461e-03,1.921983537332e-01,7.581127658933e-01,4.819408576099e-02,3.683014384278e+04
1.403046875000e-02,8.261942684575e+02,1.118179873962e-03,1.921880074167e-01,7.581133364693e-01,4.820426365586e-02,3.700202867142e+04
1.403125000000e-02,8.263198179529e+02,1.117661611197e-03,1.921776594143e-01,7.581139076811e-01,4.821444254658e-02,3.717482281016e+04
1.403203125000e-02,8.264453845242e+02,1.117143361172e-03,1.921673097258e-01,7.581144795288e-01,4.822462243303e-02,3.734853126232e+04
1.403281250000e-02,8.265709681717e+02,1.116625123889e-03,1.921569583513e-01,7.581150520125e-01,4.823480331507e-02,3.752315905803e+04
1.403359375000e-02,8.266965688957e+02,1.116106899353e-03,1.921466052907e-01,7.581156251322e-01,4.824498519259e-02,3.769871125437e+04
1.403437500000e-02,8.268221866964e+02,1.115588687568e-03,1.921362505441e-01,7.581161988883e-01,4.825516806545e-02,3.787519293550e+04
1.403515625000e-02,8.269478215741e+02,1.115070488538e-03,1.921258941115e-01,7.581167732807e-01,4.826535193352e-02,3.805260921279e+04
1.403593750000e-02,8.270734735291e+02,1.114552302267e-03,1.921155359928e-01,7.581173483097e-01,4.827553679668e-02,3.823096522494e+04
1.403671875000e-02,8.271991425616e+02,1.114034128760e-03,1.921051761880e-01,7.581179239753e-01,4.828572265480e-02,3.841026613813e+04
1.403750000000e-02,8.273248286718e+02,1.113515968020e-03,1.920948146971e-01,7.581185002778e-01,4.829590950775e-02,3.859051714614e+04
1.403828125000e-02,8.274505318600e+02,1.112997820052e-03,1.920844515202e-01,7.581190772171e-01,4.830609735540e-02,3.877172347050e+04
1.403906250000e-02,8.275762521264e+02,1.112479684860e-03,1.920740866572e-01,7.581196547936e-01,4.831628619762e-02,3.895389036058e+04
1.403984375000e-02,8.277019894713e+02,1.111961562447e-03,1.920637201080e-01,7.581202330072e-01,4.832647603428e-02,3.913702309378e+04
1.404062500000e-02,8.278277438947e+02,1.111443452820e-03,1.920533518728e-01,7.581208118581e-01,4.833666686525e-02,3.932112697563e+04
1.404140625000e-02,8.279535153970e+02,1.110925355980e-03,1.920429819515e-01,7.581213913465e-01,4.834685869041e-02,3.950620733994e+04
1.404218750000e-02,8.280793039784e+02,1.110407271934e-03,1.920326103440e-01,7.581219714725e-01,4.835705150961e-02,3.969226954892e+04
1.404296875000e-02,8.282051096389e+02,1.109889200685e-03,1.920222370505e-01,7.581225522363e-01,4.836724532273e-02,3.987931899333e+04
1.404375000000e-02,8.283309323788e+02,1.109371142237e-03,1.920118620708e-01,7.581231336379e-01,4.837744012964e-02,4.006736109261e+04
1.404453125000e-02,8.284567721982e+02,1.108853096596e-03,1.920014854050e-01,7.581237156775e-01,4.838763593020e-02,4.025640129503e+04
1.404531250000e-02,8.285826290973e+02,1.108335063764e-03,1.919911070531e-01,7.581242983552e-01,4.839783272428e-02,4.044644507779e+04
1.404609375000e-02,8.287085030762e+02,1.107817043747e-03,1.919807270151e-01,7.581248816712e-01,4.840803051175e-02,4.063749794722e+04
1.404687500000e-02,8.288343941351e+02,1.107299036549e-03,1.919703452910e-01,7.581254656256e-01,4.841822929248e-02,4.082956543884e+04
1.404765625000e-02,8.289603022741e+02,1.106781042174e-03,1.919599618807e-01,7.581260502185e-01,4.842842906633e-02,4.102265311759e+04
1.404843750000e-02,8.290862274933e+02,1.106263060628e-03,1.919495767844e-01,7.581266354500e-01,4.843862983316e-02,4.121676657788e+04
1.404921875000e-02,8.292121697929e+02,1.105745091913e-03,1.919391900019e-01,7.581272213204e-01,4.844883159284e-02,4.141191144378e+04
1.405000000000e-02,8.293381291728e+02,1.105227136035e-03,1.919288015334e-01,7.581278078297e-01,4.845903434525e-02,4.160809336918e+04
1.405078125000e-02,8.294641056333e+02,1.104709192999e-03,1.919184113787e-01,7.581283949780e-01,4.846923809023e-02,4.180531803787e+04
1.405156250000e-02,8.295900991744e+02,1.104191262808e-03,1.919080195380e-01,7.581289827656e-01,4.847944282766e-02,4.200359116372e+04
1.405234375000e-02,8.297161097961e+02,1.103673345467e-03,1.918976260112e-01,7.581295711924e-01,4.848964855740e-02,4.220291849083e+04
1.405312500000e-02,8.298421374986e+02,1.103155440982e-03,1.918872307983e-01,7.581301602587e-01,4.849985527931e-02,4.240330579365e+04
1.405390625000e-02,8.299681822819e+02,1.102637549356e-03,1.918768338994e-01,7.581307499646e-01,4.851006299326e-02,4.260475887712e+04
1.405468750000e-02,8.300942441460e+02,1.102119670593e-03,1.918664353144e-01,7.581313403103e-01,4.852027169910e-02,4.280728357684e+04
1.405546875000e-02,8.302203230909e+02,1.101601804700e-03,1.918560350434e-01,7.581319312957e-01,4.853048139671e-02,4.301088575920e+04
1.405625000000e-02,8.303464191167e+02,1.101083951679e-03,1.918456330863e-01,7.581325229212e-01,4.854069208594e-02,4.321557132151e+04
1.405703125000e-02,8.304725322235e+02,1.100566111537e-03,1.918352294432e-01,7.581331151868e-01,4.855090376665e-02,4.342134619217e+04
1.405781250000e-02,8.305986624111e+02,1.100048284277e-03,1.918248241141e-01,7.581337080926e-01,4.856111643870e-02,4.362821633079e+04
1.405859375000e-02,8.307248096797e+02,1.099530469905e-03,1.918144170990e-01,7.581343016389e-01,4.857133010196e-02,4.383618772838e+04
1.405937500000e-02,8.308509740291e+02,1.099012668425e-03,1.918040083980e-01,7.581348958256e-01,4.858154475628e-02,4.404526640742e+04
1.406015625000e-02,8.309771554594e+02,1.098494879841e-03,1.917935980109e-01,7.581354906530e-01,4.859176040152e-02,4.425545842210e+04
1.406093750000e-02,8.311033539705e+02,1.097977104159e-03,1.917831859380e-01,7.581360861212e-01,4.860197703755e-02,4.446676985839e+04
1.406171875000e-02,8.312295695624e+02,1.097459341384e-03,1.917727721791e-01,7.581366822302e-01,4.861219466422e-02,4.467920683423e+04
1.406250000000e-02,8.313558022350e+02,1.096941591520e-03,1.917623567342e-01,7.581372789804e-01,4.862241328138e-02,4.489277549965e+04
1.406328125000e-02,8.314820519883e+02,1.096423854571e-03,1.917519396035e-01,7.581378763717e-01,4.863263288891e-02,4.510748203698e+04
1.406406250000e-02,8.316083188222e+02,1.095906130544e-03,1.917415207870e-01,7.581384744043e-01,4.864285348664e-02,4.532333266090e+04
1.406484375000e-02,8.317346027366e+02,1.095388419442e-03,1.917311002845e-01,7.581390730783e-01,4.865307507445e-02,4.554033361869e+04
1.406562500000e-02,8.318609037314e+02,1.094870721271e-03,1.917206780963e-01,7.581396723940e-01,4.866329765218e-02,4.575849119031e+04
1.406640625000e-02,8.319872218065e+02,1.094353036036e-03,1.917102542222e-01,7.581402723513e-01,4.867352121970e-02,4.597781168859e+04
1.406718750000e-02,8.321135569618e+02,1.093835363741e-03,1.916998286623e-01,7.581408729505e-01,4.868374577685e-02,4.619830145936e+04
1.406796875000e-02,8.322399091971e+02,1.093317704392e-03,1.916894014167e-01,7.581414741916e-01,4.869397132349e-02,4.641996688162e+04
1.406875000000e-02,8.323662785124e+02,1.092800057993e-03,1.916789724854e-01,7.581420760749e-01,4.870419785948e-02,4.664281436768e+04
1.406953125000e-02,8.324926649074e+02,1.092282424550e-03,1.916685418684e-01,7.581426786004e-01,4.871442538467e-02,4.686685036330e+04
1.407031250000e-02,8.326190683821e+02,1.091764804068e-03,1.916581095656e-01,7.581432817682e-01,4.872465389892e-02,4.709208134790e+04
1.407109375000e-02,8.327454889362e+02,1.091247196551e-03,1.916476755773e-01,7.581438855785e-01,4.873488340207e-02,4.731851383462e+04
1.407187500000e-02,8.328719265696e+02,1.090729602005e-03,1.916372399033e-01,7.581444900315e-01,4.874511389398e-02,4.754615437058e+04
1.407265625000e-02,8.329983812821e+02,1.090212020435e-03,1.916268025437e-01,7.581450951272e-01,4.875534537451e-02,4.777500953694e+04
1.407343750000e-02,8.331248530734e+02,1.089694451846e-03,1.916163634985e-01,7.581457008658e-01,4.876557784349e-02,4.800508594914e+04
1.407421875000e-02,8.332513419434e+02,1.089176896243e-03,1.916059227679e-01,7.581463072475e-01,4.877581130079e-02,4.823639025697e+04
1.407500000000e-02,8.333778478919e+02,1.088659353631e-03,1.915954803517e-01,7.581469142723e-01,4.878604574625e-02,4.846892914481e+04
1.407578125000e-02,8.335043709185e+02,1.088141824016e-03,1.915850362501e-01,7.581475219403e-01,4.879628117973e-02,4.870270933173e+04
1.407656250000e-02,8.336309110232e+02,1.087624307403e-03,1.915745904630e-01,7.581481302518e-01,4.880651760107e-02,4.893773757167e+04
1.407734375000e-02,8.337574682055e+02,1.087106803797e-03,1.915641429906e-01,7.581487392069e-01,4.881675501012e-02,4.917402065360e+04
1.407812500000e-02,8.338840424653e+02,1.086589313203e-03,1.915536938328e-01,7.581493488056e-01,4.882699340673e-02,4.941156540165e+04
1.407890625000e-02,8.340106338022e+02,1.086071835627e-03,1.915432429897e-01,7.581499590481e-01,4.883723279075e-02,4.965037867531e+04
1.407968750000e-02,8.341372422160e+02,1.085554371074e-03,1.915327904613e-01,7.581505699346e-01,4.884747316203e-02,4.989046736958e+04
1.408046875000e-02,8.342638677064e+02,1.085036919550e-03,1.915223362477e-01,7.581511814651e-01,4.885771452041e-02,5.013183841510e+04
1.408125000000e-02,8.343905102730e+02,1.084519481059e-03,1.915118803489e-01,7.581517936399e-01,4.886795686574e-02,5.037449877834e+04
1.408203125000e-02,8.345171699155e+02,1.084002055608e-03,1.915014227649e-01,7.581524064589e-01,4.887820019786e-02,5.061845546176e+04
1.408281250000e-02,8.346438466337e+02,1.083484643201e-03,1.914909634959e-01,7.581530199225e-01,4.888844451663e-02,5.086371550396e+04
1.408359375000e-02,8.347705404270e+02,1.082967243844e-03,1.914805025418e-01,7.581536340306e-01,4.889868982188e-02,5.111028597983e+04
1.408437500000e-02,8.348972512953e+02,1.082449857543e-03,1.914700399026e-01,7.581542487835e-01,4.890893611345e-02,5.135817400076e+04
1.408515625000e-02,8.350239792381e+02,1.081932484303e-03,1.914595755786e-01,7.581548641812e-01,4.891918339121e-02,5.160738671474e+04
1.408593750000e-02,8.351507242550e+02,1.081415124130e-03,1.914491095695e-01,7.581554802239e-01,4.892943165497e-02,5.185793130657e+04
1.408671875000e-02,8.352774863456e+02,1.080897777029e-03,1.914386418756e-01,7.581560969118e-01,4.893968090460e-02,5.210981499801e+04
1.408750000000e-02,8.354042655096e+02,1.080380443006e-03,1.914281724969e-01,7.581567142448e-01,4.894993113993e-02,5.236304504795e+04
1.408828125000e-02,8.355310617464e+02,1.079863122067e-03,1.914177014334e-01,7.581573322233e-01,4.896018236080e-02,5.261762875255e+04
1.408906250000e-02,8.356578750558e+02,1.079345814217e-03,1.914072286852e-01,7.581579508473e-01,4.897043456705e-02,5.287357344544e+04
1.408984375000e-02,8.357847054371e+02,1.078828519461e-03,1.913967542524e-01,7.581585701169e-01,4.898068775852e-02,5.313088649786e+04
1.409062500000e-02,8.359115528901e+02,1.078311237806e-03,1.913862781349e-01,7.581591900323e-01,4.899094193506e-02,5.338957531884e+04
1.409140625000e-02,8.360384174141e+02,1.077793969258e-03,1.913758003329e-01,7.581598105936e-01,4.900119709650e-02,5.364964735537e+04
1.409218750000e-02,8.361652990088e+02,1.077276713821e-03,1.913653208463e-01,7.581604318009e-01,4.901145324269e-02,5.391111009255e+04
1.409296875000e-02,8.362921976735e+02,1.076759471503e-03,1.913548396753e-01,7.581610536543e-01,4.902171037345e-02,5.417397105378e+04
1.409375000000e-02,8.364191134080e+02,1.076242242308e-03,1.913443568200e-01,7.581616761541e-01,4.903196848863e-02,5.443823780090e+04
1.409453125000e-02,8.365460462115e+02,1.075725026243e-03,1.913338722803e-01,7.581622993003e-01,4.904222758806e-02,5.470391793439e+04
1.409531250000e-02,8.366729960836e+02,1.075207823313e-03,1.913233860564e-01,7.581629230931e-01,4.905248767158e-02,5.497101909353e+04
1.409609375000e-02,8.367999630237e+02,1.074690633524e-03,1.913128981482e-01,7.581635475325e-01,4.906274873903e-02,5.523954895655e+04
1.409687500000e-02,8.369269470313e+02,1.074173456883e-03,1.913024085560e-01,7.581641726187e-01,4.907301079024e-02,5.550951524082e+04
1.409765625000e-02,8.370539481057e+02,1.073656293395e-03,1.912919172796e-01,7.581647983519e-01,4.908327382504e-02,5.578092570301e+04
1.409843750000e-02,8.371809662466e+02,1.073139143066e-03,1.912814243193e-01,7.581654247322e-01,4.909353784328e-02,5.605378813930e+04
1.409921875000e-02,8.373080014531e+02,1.072622005903e-03,1.912709296750e-01,7.581660517596e-01,4.910380284477e-02,5.632811038548e+04
1.410000000000e-02,8.374350537247e+02,1.072104881911e-03,1.912604333468e-01,7.581666794344e-01,4.911406882936e-02,5.660390031718e+04
1.410078125000e-02,8.375621230609e+02,1.071587771096e-03,1.912499353349e-01,7.581673077566e-01,4.912433579688e-02,5.688116585003e+04
1.410156250000e-02,8.376892094608e+02,1.071070673465e-03,1.912394356392e-01,7.581679367265e-01,4.913460374716e-02,5.715991493980e+04
1.410234375000e-02,8.378163129240e+02,1.070553589023e-03,1.912289342598e-01,7.581685663440e-01,4.914487268003e-02,5.744015558264e+04
1.410312500000e-02,8.379434334498e+02,1.070036517778e-03,1.912184311969e-01,7.581691966095e-01,4.915514259532e-02,5.772189581518e+04
1.410390625000e-02,8.380705710374e+02,1.069519459734e-03,1.912079264505e-01,7.581698275228e-01,4.916541349286e-02,5.800514371477e+04
1.410468750000e-02,8.381977256862e+02,1.069002414899e-03,1.911974200206e-01,7.581704590843e-01,4.917568537248e-02,5.828990739961e+04
1.410546875000e-02,8.383248973954e+02,1.068485383278e-03,1.911869119074e-01,7.581710912941e-01,4.918595823401e-02,5.857619502893e+04
1.410625000000e-02,8.384520861645e+02,1.067968364879e-03,1.911764021109e-01,7.581717241522e-01,4.919623207727e-02,5.886401480319e+04
1.410703125000e-02,8.385792919925e+02,1.067451359706e-03,1.911658906312e-01,7.581723576588e-01,4.920650690210e-02,5.915337496426e+04
1.410781250000e-02,8.387065148789e+02,1.066934367767e-03,1.911553774684e-01,7.581729918140e-01,4.921678270831e-02,5.944428379554e+04
1.410859375000e-02,8.388337548227e+02,1.066417389068e-03,1.911448626226e-01,7.581736266180e-01,4.922705949574e-02,5.973674962222e+04
1.410937500000e-02,8.389610118234e+02,1.065900423616e-03,1.911343460938e-01,7.581742620708e-01,4.923733726421e-02,6.003078081138e+04
1.411015625000e-02,8.390882858800e+02,1.065383471416e-03,1.911238278821e-01,7.581748981727e-01,4.924761601354e-02,6.032638577222e+04
1.411093750000e-02,8.392155769917e+02,1.064866532475e-03,1.911133079876e-01,7.581755349237e-01,4.925789574356e-02,6.062357295624e+04
1.411171875000e-02,8.393428851578e+02,1.064349606801e-03,1.911027864105e-01,7.581761723240e-01,4.926817645410e-02,6.092235085736e+04
1.411250000000e-02,8.394702103775e+02,1.063832694399e-03,1.910922631508e-01,7.581768103737e-01,4.927845814496e-02,6.122272801219e+04
1.411328125000e-02,8.395975526498e+02,1.063315795276e-03,1.910817382085e-01,7.581774490729e-01,4.928874081599e-02,6.152471300012e+04
1.411406250000e-02,8.397249119740e+02,1.062798909438e-03,1.910712115838e-01,7.581780884218e-01,4.929902446699e-02,6.182831444357e+04
1.411484375000e-02,8.398522883491e+02,1.062282036893e-03,1.910606832768e-01,7.581787284204e-01,4.930930909778e-02,6.213354100814e+04
1.411562500000e-02,8.399796817743e+02,1.061765177647e-03,1.910501532876e-01,7.581793690690e-01,4.931959470820e-02,6.244040140277e+04
1.411640625000e-02,8.401070922487e+02,1.061248331706e-03,1.910396216162e-01,7.581800103676e-01,4.932988129805e-02,6.274890437999e+04
1.411718750000e-02,8.402345197713e+02,1.060731499078e-03,1.910290882627e-01,7.581806523164e-01,4.934016886716e-02,6.305905873603e+04
1.411796875000e-02,8.403619643412e+02,1.060214679769e-03,1.910185532274e-01,7.581812949154e-01,4.935045741534e-02,6.337087331105e+04
1.411875000000e-02,8.404894259575e+02,1.059697873786e-03,1.910080165101e-01,7.581819381649e-01,4.936074694241e-02,6.368435698927e+04
1.411953125000e-02,8.406169046192e+02,1.059181081136e-03,1.909974781112e-01,7.581825820650e-01,4.937103744818e-02,6.399951869924e+04
1.412031250000e-02,8.407444003253e+02,1.058664301826e-03,1.909869380306e-01,7.581832266157e-01,4.938132893248e-02,6.431636741395e+04
1.412109375000e-02,8.408719130749e+02,1.058147535863e-03,1.909763962684e-01,7.581838718172e-01,4.939162139511e-02,6.463491215102e+04
1.412187500000e-02,8.409994428670e+02,1.057630783253e-03,1.909658528248e-01,7.581845176697e-01,4.940191483590e-02,6.495516197295e+04
1.412265625000e-02,8.411269897004e+02,1.057114044004e-03,1.909553076999e-01,7.581851641733e-01,4.941220925464e-02,6.527712598721e+04
1.412343750000e-02,8.412545535743e+02,1.056597318123e-03,1.909447608938e-01,7.581858113280e-01,4.942250465117e-02,6.560081334651e+04
1.412421875000e-02,8.413821344875e+02,1.056080605616e-03,1.909342124065e-01,7.581864591341e-01,4.943280102528e-02,6.592623324894e+04
1.412500000000e-02,8.415097324389e+02,1.055563906492e-03,1.909236622383e-01,7.581871075916e-01,4.944309837680e-02,6.625339493816e+04
1.412578125000e-02,8.416373474275e+02,1.055047220756e-03,1.909131103892e-01,7.581877567007e-01,4.945339670552e-02,6.658230770361e+04
1.412656250000e-02,8.417649794522e+02,1.054530548417e-03,1.909025568593e-01,7.581884064615e-01,4.946369601127e-02,6.691298088068e+04
1.412734375000e-02,8.418926285119e+02,1.054013889481e-03,1.908920016487e-01,7.581890568741e-01,4.947399629384e-02,6.724542385090e+04
1.412812500000e-02,8.420202946053e+02,1.053497243955e-03,1.908814447576e-01,7.581897079387e-01,4.948429755305e-02,6.757964604212e+04
1.412890625000e-02,8.421479777315e+02,1.052980611848e-03,1.908708861861e-01,7.581903596553e-01,4.949459978871e-02,6.791565692873e+04
1.412968750000e-02,8.422756778892e+02,1.052463993166e-03,1.908603259343e-01,7.581910120242e-01,4.950490300062e-02,6.825346603181e+04
1.413046875000e-02,8.424033950772e+02,1.051947387916e-03,1.908497640023e-01,7.581916650454e-01,4.951520718859e-02,6.859308291935e+04
1.413125000000e-02,8.425311292944e+02,1.051430796106e-03,1.908392003903e-01,7.581923187191e-01,4.952551235242e-02,6.893451720642e+04
1.413203125000e-02,8.426588805396e+02,1.050914217744e-03,1.908286350983e-01,7.581929730454e-01,4.953581849191e-02,6.927777855538e+04
1.413281250000e-02,8.427866488114e+02,1.050397652837e-03,1.908180681265e-01,7.581936280244e-01,4.954612560688e-02,6.962287667604e+04
1.413359375000e-02,8.429144341087e+02,1.049881101392e-03,1.908074994751e-01,7.581942836563e-01,4.955643369712e-02,6.996982132589e+04
1.413437500000e-02,8.430422364302e+02,1.049364563417e-03,1.907969291441e-01,7.581949399411e-01,4.956674276244e-02,7.031862231027e+04
1.413515625000e-02,8.431700557746e+02,1.048848038920e-03,1.907863571336e-01,7.581955968790e-01,4.957705280264e-02,7.066928948256e+04
1.413593750000e-02,8.432978921406e+02,1.048331527908e-03,1.907757834439e-01,7.581962544702e-01,4.958736381751e-02,7.102183274438e+04
1.413671875000e-02,8.434257455270e+02,1.047815030389e-03,1.907652080751e-01,7.581969127147e-01,4.959767580686e-02,7.137626204578e+04
1.413750000000e-02,8.435536159324e+02,1.047298546370e-03,1.907546310272e-01,7.581975716127e-01,4.960798877049e-02,7.173258738543e+04
1.413828125000e-02,8.436815033554e+02,1.046782075859e-03,1.907440523005e-01,7.581982311643e-01,4.961830270819e-02,7.209081881083e+04
1.413906250000e-02,8.438094077946e+02,1.046265618865e-03,1.907334718950e-01,7.581988913696e-01,4.962861761976e-02,7.245096641849e+04
1.413984375000e-02,8.439373292488e+02,1.045749175394e-03,1.907228898109e-01,7.581995522288e-01,4.963893350500e-02,7.281304035410e+04
1.414062500000e-02,8.440652677165e+02,1.045232745456e-03,1.907123060483e-01,7.582002137420e-01,4.964925036370e-02,7.317705081279e+04
1.414140625000e-02,8.441932231963e+02,1.044716329056e-03,1.907017206075e-01,7.582008759093e-01,4.965956819566e-02,7.354300803927e+04
1.414218750000e-02,8.443211956867e+02,1.044199926205e-03,1.906911334885e-01,7.582015387308e-01,4.966988700067e-02,7.391092232803e+04
1.414296875000e-02,8.444491851863e+02,1.043683536909e-03,1.906805446914e-01,7.582022022067e-01,4.968020677853e-02,7.428080402356e+04
1.414375000000e-02,8.445771916937e+02,1.043167161176e-03,1.906699542165e-01,7.582028663371e-01,4.969052752902e-02,7.465266352055e+04
1.414453125000e-02,8.447052152073e+02,1.042650799015e-03,1.906593620639e-01,7.582035311221e-01,4.970084925194e-02,7.502651126403e+04
1.414531250000e-02,8.448332557257e+02,1.042134450434e-03,1.906487682337e-01,7.582041965618e-01,4.971117194708e-02,7.540235774966e+04
1.414609375000e-02,8.449613132473e+02,1.041618115441e-03,1.906381727261e-01,7.582048626564e-01,4.972149561423e-02,7.578021352382e+04
1.414687500000e-02,8.450893877705e+02,1.041101794044e-03,1.906275755412e-01,7.582055294060e-01,4.973182025317e-02,7.616008918392e+04
1.414765625000e-02,8.452174792940e+02,1.040585486251e-03,1.906169766792e-01,7.582061968107e-01,4.974214586370e-02,7.654199537850e+04
1.414843750000e-02,8.453455878160e+02,1.040069192071e-03,1.906063761403e-01,7.582068648707e-01,4.975247244560e-02,7.692594280749e+04
1.414921875000e-02,8.454737133349e+02,1.039552911512e-03,1.905957739246e-01,7.582075335860e-01,4.976279999866e-02,7.731194222239e+04
1.415000000000e-02,8.456018558492e+02,1.039036644582e-03,1.905851700323e-01,7.582082029568e-01,4.977312852266e-02,7.770000442644e+04
1.415078125000e-02,8.457300153572e+02,1.038520391290e-03,1.905745644636e-01,7.582088729832e-01,4.978345801738e-02,7.809014027489e+04
1.415156250000e-02,8.458581918573e+02,1.038004151644e-03,1.905639572185e-01,7.582095436654e-01,4.979378848262e-02,7.848236067512e+04
1.415234375000e-02,8.459863853478e+02,1.037487925652e-03,1.905533482973e-01,7.582102150034e-01,4.980411991815e-02,7.887667658691e+04
1.415312500000e-02,8.461145958270e+02,1.036971713323e-03,1.905427377002e-01,7.582108869975e-01,4.981445232375e-02,7.927309902259e+04
1.415390625000e-02,8.462428232932e+02,1.036455514667e-03,1.905321254273e-01,7.582115596476e-01,4.982478569921e-02,7.967163904726e+04
1.415468750000e-02,8.463710677447e+02,1.035939329690e-03,1.905215114788e-01,7.582122329540e-01,4.983512004431e-02,8.007230777898e+04
1.415546875000e-02,8.464993291798e+02,1.035423158403e-03,1.905108958549e-01,7.582129069167e-01,4.984545535881e-02,8.047511638900e+04
1.415625000000e-02,8.466276075966e+02,1.034907000813e-03,1.905002785557e-01,7.582135815360e-01,4.985579164251e-02,8.088007610195e+04
1.415703125000e-02,8.467559029934e+02,1.034390856930e-03,1.904896595815e-01,7.582142568118e-01,4.986612889517e-02,8.128719819600e+04
1.415781250000e-02,8.468842153684e+02,1.033874726762e-03,1.904790389323e-01,7.582149327444e-01,4.987646711658e-02,8.169649400313e+04
1.415859375000e-02,8.470125447198e+02,1.033358610318e-03,1.904684166085e-01,7.582156093339e-01,4.988680630651e-02,8.210797490929e+04
1.415937500000e-02,8.471408910457e+02,1.032842507607e-03,1.904577926101e-01,7.582162865803e-01,4.989714646473e-02,8.252165235460e+04
1.416015625000e-02,8.472692543443e+02,1.032326418638e-03,1.904471669373e-01,7.582169644839e-01,4.990748759102e-02,8.293753783359e+04
1.416093750000e-02,8.473976346137e+02,1.031810343420e-03,1.904365395905e-01,7.582176430447e-01,4.991782968514e-02,8.335564289537e+04
1.416171875000e-02,8.475260318520e+02,1.031294281962e-03,1.904259105696e-01,7.582183222628e-01,4.992817274687e-02,8.377597914384e+04
1.416250000000e-02,8.476544460572e+02,1.030778234273e-03,1.904152798750e-01,7.582190021384e-01,4.993851677598e-02,8.419855823789e+04
1.416328125000e-02,8.477828772275e+02,1.030262200362e-03,1.904046475069e-01,7.582196826717e-01,4.994886177224e-02,8.462339189163e+04
1.416406250000e-02,8.479113253608e+02,1.029746180239e-03,1.903940134653e-01,7.582203638626e-01,4.995920773541e-02,8.505049187457e+04
1.416484375000e-02,8.480397904553e+02,1.029230173912e-03,1.903833777506e-01,7.582210457114e-01,4.996955466527e-02,8.547987001183e+04
1.416562500000e-02,8.481682725088e+02,1.028714181390e-03,1.903727403629e-01,7.582217282182e-01,4.997990256158e-02,8.591153818434e+04
1.416640625000e-02,8.482967715193e+02,1.028198202684e-03,1.903621013024e-01,7.582224113831e-01,4.999025142410e-02,8.634550832906e+04
1.416718750000e-02,8.484252874849e+02,1.027682237803e-03,1.903514605693e-01,7.582230952062e-01,5.000060125260e-02,8.678179243919e+04
1.416796875000e-02,8.485538204035e+02,1.027166286755e-03,1.903408181639e-01,7.582237796877e-01,5.001095204684e-02,8.722040256434e+04
